"Step","8cpbv0o1-119 - learning_rate","8cpbv0o1-119 - learning_rate__MIN","8cpbv0o1-119 - learning_rate__MAX","llroik6o-118 - learning_rate","llroik6o-118 - learning_rate__MIN","llroik6o-118 - learning_rate__MAX","jsek6sl2-116 - learning_rate","jsek6sl2-116 - learning_rate__MIN","jsek6sl2-116 - learning_rate__MAX","lcfwx2ma-116 - learning_rate","lcfwx2ma-116 - learning_rate__MIN","lcfwx2ma-116 - learning_rate__MAX","4ojp66b1-114 - learning_rate","4ojp66b1-114 - learning_rate__MIN","4ojp66b1-114 - learning_rate__MAX","6gk9uial-111 - learning_rate","6gk9uial-111 - learning_rate__MIN","6gk9uial-111 - learning_rate__MAX"
"2050","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2100","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2150","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2200","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2250","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2300","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2350","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2400","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2450","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2500","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2550","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2600","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2650","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2700","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2750","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2800","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2850","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2900","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"2950","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3000","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3050","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3100","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3150","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3200","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3250","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3300","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3350","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3400","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3450","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3500","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3550","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3600","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3650","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3700","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3750","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3800","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3850","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3900","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"3950","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.029999999329447746","0.029999999329447746","0.029999999329447746","0.003000000026077032","0.003000000026077032","0.003000000026077032","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.009999999776482582"
