"Step","8cpbv0o1-119 - val/force_mae","8cpbv0o1-119 - val/force_mae__MIN","8cpbv0o1-119 - val/force_mae__MAX","llroik6o-118 - val/force_mae","llroik6o-118 - val/force_mae__MIN","llroik6o-118 - val/force_mae__MAX","jsek6sl2-116 - val/force_mae","jsek6sl2-116 - val/force_mae__MIN","jsek6sl2-116 - val/force_mae__MAX","lcfwx2ma-116 - val/force_mae","lcfwx2ma-116 - val/force_mae__MIN","lcfwx2ma-116 - val/force_mae__MAX","4ojp66b1-114 - val/force_mae","4ojp66b1-114 - val/force_mae__MIN","4ojp66b1-114 - val/force_mae__MAX","6gk9uial-111 - val/force_mae","6gk9uial-111 - val/force_mae__MIN","6gk9uial-111 - val/force_mae__MAX"
"495","0.04828410968184471","0.04828410968184471","0.04828410968184471","0.19238685071468353","0.19238685071468353","0.19238685071468353","0.05205915868282318","0.05205915868282318","0.05205915868282318","0.16903872787952423","0.16903872787952423","0.16903872787952423","0.07386327534914017","0.07386327534914017","0.07386327534914017","0.07326673716306686","0.07326673716306686","0.07326673716306686"
"540","0.044015269726514816","0.044015269726514816","0.044015269726514816","0.17447596788406372","0.17447596788406372","0.17447596788406372","0.04842028394341469","0.04842028394341469","0.04842028394341469","0.15355142951011658","0.15355142951011658","0.15355142951011658","0.0669255182147026","0.0669255182147026","0.0669255182147026","0.06662294268608093","0.06662294268608093","0.06662294268608093"
"585","0.04067310318350792","0.04067310318350792","0.04067310318350792","0.15925529599189758","0.15925529599189758","0.15925529599189758","0.044668614864349365","0.044668614864349365","0.044668614864349365","0.13826324045658112","0.13826324045658112","0.13826324045658112","0.06115473061800003","0.06115473061800003","0.06115473061800003","0.06194065138697624","0.06194065138697624","0.06194065138697624"
"630","0.03871920704841614","0.03871920704841614","0.03871920704841614","0.14444786310195923","0.14444786310195923","0.14444786310195923","0.042190585285425186","0.042190585285425186","0.042190585285425186","0.1244719922542572","0.1244719922542572","0.1244719922542572","0.056544218212366104","0.056544218212366104","0.056544218212366104","0.05747485160827637","0.05747485160827637","0.05747485160827637"
"675","0.03692656382918358","0.03692656382918358","0.03692656382918358","0.12974846363067627","0.12974846363067627","0.12974846363067627","0.03978214040398598","0.03978214040398598","0.03978214040398598","0.11289358884096146","0.11289358884096146","0.11289358884096146","0.052768245339393616","0.052768245339393616","0.052768245339393616","0.05429095774888992","0.05429095774888992","0.05429095774888992"
"720","0.03513370081782341","0.03513370081782341","0.03513370081782341","0.11516940593719482","0.11516940593719482","0.11516940593719482","0.03779430314898491","0.03779430314898491","0.03779430314898491","0.10358814150094986","0.10358814150094986","0.10358814150094986","0.04960060492157936","0.04960060492157936","0.04960060492157936","0.05126025155186653","0.05126025155186653","0.05126025155186653"
"765","0.033655472099781036","0.033655472099781036","0.033655472099781036","0.1024462878704071","0.1024462878704071","0.1024462878704071","0.03581860661506653","0.03581860661506653","0.03581860661506653","0.09592132270336151","0.09592132270336151","0.09592132270336151","0.04669015854597092","0.04669015854597092","0.04669015854597092","0.048850398510694504","0.048850398510694504","0.048850398510694504"
"810","0.03225826844573021","0.03225826844573021","0.03225826844573021","0.0927964299917221","0.0927964299917221","0.0927964299917221","0.03457134589552879","0.03457134589552879","0.03457134589552879","0.0897265151143074","0.0897265151143074","0.0897265151143074","0.04465519264340401","0.04465519264340401","0.04465519264340401","0.04666801169514656","0.04666801169514656","0.04666801169514656"
"855","0.031231306493282318","0.031231306493282318","0.031231306493282318","0.08509286493062973","0.08509286493062973","0.08509286493062973","0.03375587239861488","0.03375587239861488","0.03375587239861488","0.08410710096359253","0.08410710096359253","0.08410710096359253","0.0425337590277195","0.0425337590277195","0.0425337590277195","0.04461856558918953","0.04461856558918953","0.04461856558918953"
"900","0.03031018003821373","0.03031018003821373","0.03031018003821373","0.07896102964878082","0.07896102964878082","0.07896102964878082","0.032836273312568665","0.032836273312568665","0.032836273312568665","0.07938403636217117","0.07938403636217117","0.07938403636217117","0.04085063934326172","0.04085063934326172","0.04085063934326172","0.04308551549911499","0.04308551549911499","0.04308551549911499"
"945","0.029230954125523567","0.029230954125523567","0.029230954125523567","0.07405608892440796","0.07405608892440796","0.07405608892440796","0.031591638922691345","0.031591638922691345","0.031591638922691345","0.07522139698266983","0.07522139698266983","0.07522139698266983","0.03926074132323265","0.03926074132323265","0.03926074132323265","0.04149726778268814","0.04149726778268814","0.04149726778268814"
"990","0.028492992743849754","0.028492992743849754","0.028492992743849754","0.07027596235275269","0.07027596235275269","0.07027596235275269","0.030638637021183968","0.030638637021183968","0.030638637021183968","0.07162465900182724","0.07162465900182724","0.07162465900182724","0.037840280681848526","0.037840280681848526","0.037840280681848526","0.04005169868469238","0.04005169868469238","0.04005169868469238"
"1035","0.027936045080423355","0.027936045080423355","0.027936045080423355","0.06682492792606354","0.06682492792606354","0.06682492792606354","0.029879717156291008","0.029879717156291008","0.029879717156291008","0.06832947582006454","0.06832947582006454","0.06832947582006454","0.03650888428092003","0.03650888428092003","0.03650888428092003","0.038775913417339325","0.038775913417339325","0.038775913417339325"
"1080","0.027300814166665077","0.027300814166665077","0.027300814166665077","0.06383025646209717","0.06383025646209717","0.06383025646209717","0.02889752760529518","0.02889752760529518","0.02889752760529518","0.0653223991394043","0.0653223991394043","0.0653223991394043","0.03526298329234123","0.03526298329234123","0.03526298329234123","0.03771013766527176","0.03771013766527176","0.03771013766527176"
"1125","0.026563476771116257","0.026563476771116257","0.026563476771116257","0.06107502430677414","0.06107502430677414","0.06107502430677414","0.028357049450278282","0.028357049450278282","0.028357049450278282","0.06252608448266983","0.06252608448266983","0.06252608448266983","0.034019481390714645","0.034019481390714645","0.034019481390714645","0.0367523655295372","0.0367523655295372","0.0367523655295372"
"1170","0.026270469650626183","0.026270469650626183","0.026270469650626183","0.0589190274477005","0.0589190274477005","0.0589190274477005","0.027785155922174454","0.027785155922174454","0.027785155922174454","0.0600370392203331","0.0600370392203331","0.0600370392203331","0.03295108675956726","0.03295108675956726","0.03295108675956726","0.03575370833277702","0.03575370833277702","0.03575370833277702"
"1215","0.025454524904489517","0.025454524904489517","0.025454524904489517","0.05673931539058685","0.05673931539058685","0.05673931539058685","0.02732425555586815","0.02732425555586815","0.02732425555586815","0.057822272181510925","0.057822272181510925","0.057822272181510925","0.03196018934249878","0.03196018934249878","0.03196018934249878","0.03474416583776474","0.03474416583776474","0.03474416583776474"
"1260","0.02488717809319496","0.02488717809319496","0.02488717809319496","0.05482932925224304","0.05482932925224304","0.05482932925224304","0.026685072109103203","0.026685072109103203","0.026685072109103203","0.05585064738988876","0.05585064738988876","0.05585064738988876","0.03135799989104271","0.03135799989104271","0.03135799989104271","0.03386225551366806","0.03386225551366806","0.03386225551366806"
"1305","0.024337444454431534","0.024337444454431534","0.024337444454431534","0.05312047898769379","0.05312047898769379","0.05312047898769379","0.026291586458683014","0.026291586458683014","0.026291586458683014","0.05407603457570076","0.05407603457570076","0.05407603457570076","0.030651049688458443","0.030651049688458443","0.030651049688458443","0.033214498311281204","0.033214498311281204","0.033214498311281204"
"1350","0.02404913678765297","0.02404913678765297","0.02404913678765297","0.05167209357023239","0.05167209357023239","0.05167209357023239","0.025907188653945923","0.025907188653945923","0.025907188653945923","0.05241917446255684","0.05241917446255684","0.05241917446255684","0.030055902898311615","0.030055902898311615","0.030055902898311615","0.032494910061359406","0.032494910061359406","0.032494910061359406"
"1395","0.02374601736664772","0.02374601736664772","0.02374601736664772","0.050293929874897","0.050293929874897","0.050293929874897","0.025593681260943413","0.025593681260943413","0.025593681260943413","0.05091040953993797","0.05091040953993797","0.05091040953993797","0.029438653960824013","0.029438653960824013","0.029438653960824013","0.031799014657735825","0.031799014657735825","0.031799014657735825"
"1440","0.02330106869339943","0.02330106869339943","0.02330106869339943","0.04886842146515846","0.04886842146515846","0.04886842146515846","0.02514328621327877","0.02514328621327877","0.02514328621327877","0.04951511695981026","0.04951511695981026","0.04951511695981026","0.02885952964425087","0.02885952964425087","0.02885952964425087","0.03112773783504963","0.03112773783504963","0.03112773783504963"
"1485","0.023111244663596153","0.023111244663596153","0.023111244663596153","0.047580819576978683","0.047580819576978683","0.047580819576978683","0.024741899222135544","0.024741899222135544","0.024741899222135544","0.048151347786188126","0.048151347786188126","0.048151347786188126","0.028358396142721176","0.028358396142721176","0.028358396142721176","0.030535658821463585","0.030535658821463585","0.030535658821463585"
"1530","0.02276218868792057","0.02276218868792057","0.02276218868792057","0.04643731191754341","0.04643731191754341","0.04643731191754341","0.024456240236759186","0.024456240236759186","0.024456240236759186","0.04688310623168945","0.04688310623168945","0.04688310623168945","0.027865437790751457","0.027865437790751457","0.027865437790751457","0.030057014897465706","0.030057014897465706","0.030057014897465706"
"1575","0.02251412346959114","0.02251412346959114","0.02251412346959114","0.04540011286735535","0.04540011286735535","0.04540011286735535","0.0240927804261446","0.0240927804261446","0.0240927804261446","0.04565342888236046","0.04565342888236046","0.04565342888236046","0.027387645095586777","0.027387645095586777","0.027387645095586777","0.02953200787305832","0.02953200787305832","0.02953200787305832"
"1620","0.02212408557534218","0.02212408557534218","0.02212408557534218","0.044401343911886215","0.044401343911886215","0.044401343911886215","0.023904183879494667","0.023904183879494667","0.023904183879494667","0.044581472873687744","0.044581472873687744","0.044581472873687744","0.026853589341044426","0.026853589341044426","0.026853589341044426","0.028987955302000046","0.028987955302000046","0.028987955302000046"
"1665","0.02190781943500042","0.02190781943500042","0.02190781943500042","0.04335248842835426","0.04335248842835426","0.04335248842835426","0.023531785234808922","0.023531785234808922","0.023531785234808922","0.043540697544813156","0.043540697544813156","0.043540697544813156","0.026379145681858063","0.026379145681858063","0.026379145681858063","0.028433123603463173","0.028433123603463173","0.028433123603463173"
"1710","0.021700136363506317","0.021700136363506317","0.021700136363506317","0.0424756184220314","0.0424756184220314","0.0424756184220314","0.023207958787679672","0.023207958787679672","0.023207958787679672","0.04254746809601784","0.04254746809601784","0.04254746809601784","0.02601010911166668","0.02601010911166668","0.02601010911166668","0.02803628332912922","0.02803628332912922","0.02803628332912922"
"1755","0.021365704014897346","0.021365704014897346","0.021365704014897346","0.04161955788731575","0.04161955788731575","0.04161955788731575","0.022995099425315857","0.022995099425315857","0.022995099425315857","0.04160492494702339","0.04160492494702339","0.04160492494702339","0.025621682405471802","0.025621682405471802","0.025621682405471802","0.027663005515933037","0.027663005515933037","0.027663005515933037"
"1800","0.021141227334737778","0.021141227334737778","0.021141227334737778","0.04075107350945473","0.04075107350945473","0.04075107350945473","0.022791355848312378","0.022791355848312378","0.022791355848312378","0.04072196036577225","0.04072196036577225","0.04072196036577225","0.025361783802509308","0.025361783802509308","0.025361783802509308","0.02723260037600994","0.02723260037600994","0.02723260037600994"
"1845","0.020902201533317566","0.020902201533317566","0.020902201533317566","0.03996089845895767","0.03996089845895767","0.03996089845895767","0.022510644048452377","0.022510644048452377","0.022510644048452377","0.03988714516162872","0.03988714516162872","0.03988714516162872","0.025120168924331665","0.025120168924331665","0.025120168924331665","0.026900019496679306","0.026900019496679306","0.026900019496679306"
"1890","0.020694607868790627","0.020694607868790627","0.020694607868790627","0.03922665864229202","0.03922665864229202","0.03922665864229202","0.02232314832508564","0.02232314832508564","0.02232314832508564","0.03900822997093201","0.03900822997093201","0.03900822997093201","0.024913443252444267","0.024913443252444267","0.024913443252444267","0.026655036956071854","0.026655036956071854","0.026655036956071854"
"1935","0.020473139360547066","0.020473139360547066","0.020473139360547066","0.03853307664394379","0.03853307664394379","0.03853307664394379","0.022205518558621407","0.022205518558621407","0.022205518558621407","0.038182202726602554","0.038182202726602554","0.038182202726602554","0.024615878239274025","0.024615878239274025","0.024615878239274025","0.026336397975683212","0.026336397975683212","0.026336397975683212"
"1980","0.02036493644118309","0.02036493644118309","0.02036493644118309","0.03782745823264122","0.03782745823264122","0.03782745823264122","0.021981634199619293","0.021981634199619293","0.021981634199619293","0.0374506413936615","0.0374506413936615","0.0374506413936615","0.02424396201968193","0.02424396201968193","0.02424396201968193","0.025969501584768295","0.025969501584768295","0.025969501584768295"
"2025","0.020090842619538307","0.020090842619538307","0.020090842619538307","0.03725891187787056","0.03725891187787056","0.03725891187787056","0.02172957919538021","0.02172957919538021","0.02172957919538021","0.03678086772561073","0.03678086772561073","0.03678086772561073","0.02384781837463379","0.02384781837463379","0.02384781837463379","0.025555366650223732","0.025555366650223732","0.025555366650223732"
"2070","0.019946081563830376","0.019946081563830376","0.019946081563830376","0.036653243005275726","0.036653243005275726","0.036653243005275726","0.021396422758698463","0.021396422758698463","0.021396422758698463","0.03613822162151337","0.03613822162151337","0.03613822162151337","0.02354399673640728","0.02354399673640728","0.02354399673640728","0.025242382660508156","0.025242382660508156","0.025242382660508156"
"2115","0.01978207938373089","0.01978207938373089","0.01978207938373089","0.036078181117773056","0.036078181117773056","0.036078181117773056","0.02117779292166233","0.02117779292166233","0.02117779292166233","0.03544209897518158","0.03544209897518158","0.03544209897518158","0.023277489468455315","0.023277489468455315","0.023277489468455315","0.024905359372496605","0.024905359372496605","0.024905359372496605"
"2160","0.01963675767183304","0.01963675767183304","0.01963675767183304","0.03556495159864426","0.03556495159864426","0.03556495159864426","0.02092936262488365","0.02092936262488365","0.02092936262488365","0.034838877618312836","0.034838877618312836","0.034838877618312836","0.02307569608092308","0.02307569608092308","0.02307569608092308","0.02466174028813839","0.02466174028813839","0.02466174028813839"
"2205","0.01949334144592285","0.01949334144592285","0.01949334144592285","0.03501615300774574","0.03501615300774574","0.03501615300774574","0.020814210176467896","0.020814210176467896","0.020814210176467896","0.03424897417426109","0.03424897417426109","0.03424897417426109","0.022861294448375702","0.022861294448375702","0.022861294448375702","0.024264855310320854","0.024264855310320854","0.024264855310320854"
"2250","0.019375847652554512","0.019375847652554512","0.019375847652554512","0.03452563285827637","0.03452563285827637","0.03452563285827637","0.02071836031973362","0.02071836031973362","0.02071836031973362","0.03373539447784424","0.03373539447784424","0.03373539447784424","0.022648338228464127","0.022648338228464127","0.022648338228464127","0.023954112082719803","0.023954112082719803","0.023954112082719803"
"2295","0.01920836977660656","0.01920836977660656","0.01920836977660656","0.03401929885149002","0.03401929885149002","0.03401929885149002","0.020543187856674194","0.020543187856674194","0.020543187856674194","0.03321986645460129","0.03321986645460129","0.03321986645460129","0.022397341206669807","0.022397341206669807","0.022397341206669807","0.023711657151579857","0.023711657151579857","0.023711657151579857"
"2340","0.018985362723469734","0.018985362723469734","0.018985362723469734","0.03357024863362312","0.03357024863362312","0.03357024863362312","0.02028830721974373","0.02028830721974373","0.02028830721974373","0.03269602358341217","0.03269602358341217","0.03269602358341217","0.022152205929160118","0.022152205929160118","0.022152205929160118","0.02346527762711048","0.02346527762711048","0.02346527762711048"
"2385","0.018848005682229996","0.018848005682229996","0.018848005682229996","0.033102210611104965","0.033102210611104965","0.033102210611104965","0.02006968855857849","0.02006968855857849","0.02006968855857849","0.03219231218099594","0.03219231218099594","0.03219231218099594","0.021841665729880333","0.021841665729880333","0.021841665729880333","0.023138560354709625","0.023138560354709625","0.023138560354709625"
"2430","0.018680868670344353","0.018680868670344353","0.018680868670344353","0.03266854211688042","0.03266854211688042","0.03266854211688042","0.01995084248483181","0.01995084248483181","0.01995084248483181","0.03177136927843094","0.03177136927843094","0.03177136927843094","0.021595915779471397","0.021595915779471397","0.021595915779471397","0.02294122613966465","0.02294122613966465","0.02294122613966465"
"2475","0.018514148890972137","0.018514148890972137","0.018514148890972137","0.03225644677877426","0.03225644677877426","0.03225644677877426","0.019745009019970894","0.019745009019970894","0.019745009019970894","0.03136385977268219","0.03136385977268219","0.03136385977268219","0.02135760709643364","0.02135760709643364","0.02135760709643364","0.022714605554938316","0.022714605554938316","0.022714605554938316"
"2520","0.018433574587106705","0.018433574587106705","0.018433574587106705","0.03180095553398132","0.03180095553398132","0.03180095553398132","0.01954684779047966","0.01954684779047966","0.01954684779047966","0.03099883906543255","0.03099883906543255","0.03099883906543255","0.021224919706583023","0.021224919706583023","0.021224919706583023","0.022491509094834328","0.022491509094834328","0.022491509094834328"
"2565","0.01838504523038864","0.01838504523038864","0.01838504523038864","0.031430814415216446","0.031430814415216446","0.031430814415216446","0.0193401537835598","0.0193401537835598","0.0193401537835598","0.030628226697444916","0.030628226697444916","0.030628226697444916","0.021000457927584648","0.021000457927584648","0.021000457927584648","0.022361911833286285","0.022361911833286285","0.022361911833286285"
"2610","0.01829584501683712","0.01829584501683712","0.01829584501683712","0.031035203486680984","0.031035203486680984","0.031035203486680984","0.01932339556515217","0.01932339556515217","0.01932339556515217","0.030244261026382446","0.030244261026382446","0.030244261026382446","0.020850811153650284","0.020850811153650284","0.020850811153650284","0.022138526663184166","0.022138526663184166","0.022138526663184166"
"2655","0.01816173829138279","0.01816173829138279","0.01816173829138279","0.030695084482431412","0.030695084482431412","0.030695084482431412","0.019225608557462692","0.019225608557462692","0.019225608557462692","0.02987823449075222","0.02987823449075222","0.02987823449075222","0.02062848210334778","0.02062848210334778","0.02062848210334778","0.021932868286967278","0.021932868286967278","0.021932868286967278"
"2700","0.017939772456884384","0.017939772456884384","0.017939772456884384","0.030355609953403473","0.030355609953403473","0.030355609953403473","0.019144359976053238","0.019144359976053238","0.019144359976053238","0.029516449198126793","0.029516449198126793","0.029516449198126793","0.020420022308826447","0.020420022308826447","0.020420022308826447","0.021763810887932777","0.021763810887932777","0.021763810887932777"
"2745","0.01784885860979557","0.01784885860979557","0.01784885860979557","0.030034048482775688","0.030034048482775688","0.030034048482775688","0.01904166303575039","0.01904166303575039","0.01904166303575039","0.029165945947170258","0.029165945947170258","0.029165945947170258","0.02014727145433426","0.02014727145433426","0.02014727145433426","0.02155490405857563","0.02155490405857563","0.02155490405857563"
"2790","0.01770085096359253","0.01770085096359253","0.01770085096359253","0.029714498668909073","0.029714498668909073","0.029714498668909073","0.018994063138961792","0.018994063138961792","0.018994063138961792","0.02881995588541031","0.02881995588541031","0.02881995588541031","0.02003348246216774","0.02003348246216774","0.02003348246216774","0.021387534216046333","0.021387534216046333","0.021387534216046333"
"2835","0.0175749771296978","0.0175749771296978","0.0175749771296978","0.029441433027386665","0.029441433027386665","0.029441433027386665","0.018867086619138718","0.018867086619138718","0.018867086619138718","0.028529947623610497","0.028529947623610497","0.028529947623610497","0.019909411668777466","0.019909411668777466","0.019909411668777466","0.021278198808431625","0.021278198808431625","0.021278198808431625"
"2880","0.0174487866461277","0.0174487866461277","0.0174487866461277","0.02915031835436821","0.02915031835436821","0.02915031835436821","0.01878795400261879","0.01878795400261879","0.01878795400261879","0.028262276202440262","0.028262276202440262","0.028262276202440262","0.01979118585586548","0.01979118585586548","0.01979118585586548","0.021144159138202667","0.021144159138202667","0.021144159138202667"
"2925","0.01736215315759182","0.01736215315759182","0.01736215315759182","0.028851931914687157","0.028851931914687157","0.028851931914687157","0.018649067729711533","0.018649067729711533","0.018649067729711533","0.02796790935099125","0.02796790935099125","0.02796790935099125","0.019657077267766","0.019657077267766","0.019657077267766","0.020985232666134834","0.020985232666134834","0.020985232666134834"
"2970","0.01719564199447632","0.01719564199447632","0.01719564199447632","0.02857222780585289","0.02857222780585289","0.02857222780585289","0.01846465840935707","0.01846465840935707","0.01846465840935707","0.027666928246617317","0.027666928246617317","0.027666928246617317","0.019585540518164635","0.019585540518164635","0.019585540518164635","0.02085704728960991","0.02085704728960991","0.02085704728960991"
"3015","0.017173463478684425","0.017173463478684425","0.017173463478684425","0.02829182893037796","0.02829182893037796","0.02829182893037796","0.018237242475152016","0.018237242475152016","0.018237242475152016","0.027381420135498047","0.027381420135498047","0.027381420135498047","0.01941467635333538","0.01941467635333538","0.01941467635333538","0.020645592361688614","0.020645592361688614","0.020645592361688614"
"3060","0.017091289162635803","0.017091289162635803","0.017091289162635803","0.02799104154109955","0.02799104154109955","0.02799104154109955","0.018124913796782494","0.018124913796782494","0.018124913796782494","0.027117185294628143","0.027117185294628143","0.027117185294628143","0.019222816452383995","0.019222816452383995","0.019222816452383995","0.020558012649416924","0.020558012649416924","0.020558012649416924"
"3105","0.017053211107850075","0.017053211107850075","0.017053211107850075","0.02778336964547634","0.02778336964547634","0.02778336964547634","0.01801716536283493","0.01801716536283493","0.01801716536283493","0.026835961267352104","0.026835961267352104","0.026835961267352104","0.019030887633562088","0.019030887633562088","0.019030887633562088","0.020436033606529236","0.020436033606529236","0.020436033606529236"
"3150","0.016951827332377434","0.016951827332377434","0.016951827332377434","0.027572330087423325","0.027572330087423325","0.027572330087423325","0.017972391098737717","0.017972391098737717","0.017972391098737717","0.026543088257312775","0.026543088257312775","0.026543088257312775","0.018932482227683067","0.018932482227683067","0.018932482227683067","0.02029946818947792","0.02029946818947792","0.02029946818947792"
"3195","0.016870373860001564","0.016870373860001564","0.016870373860001564","0.027348870411515236","0.027348870411515236","0.027348870411515236","0.017901064828038216","0.017901064828038216","0.017901064828038216","0.02630685828626156","0.02630685828626156","0.02630685828626156","0.01880725473165512","0.01880725473165512","0.01880725473165512","0.020192906260490417","0.020192906260490417","0.020192906260490417"
"3240","0.01685887575149536","0.01685887575149536","0.01685887575149536","0.027125976979732513","0.027125976979732513","0.027125976979732513","0.017802268266677856","0.017802268266677856","0.017802268266677856","0.026059027761220932","0.026059027761220932","0.026059027761220932","0.01866820454597473","0.01866820454597473","0.01866820454597473","0.020077120512723923","0.020077120512723923","0.020077120512723923"
"3285","0.016764406114816666","0.016764406114816666","0.016764406114816666","0.026933101937174797","0.026933101937174797","0.026933101937174797","0.017822591587901115","0.017822591587901115","0.017822591587901115","0.025834664702415466","0.025834664702415466","0.025834664702415466","0.018533192574977875","0.018533192574977875","0.018533192574977875","0.01991514302790165","0.01991514302790165","0.01991514302790165"
"3330","0.016679923981428146","0.016679923981428146","0.016679923981428146","0.02673140913248062","0.02673140913248062","0.02673140913248062","0.017828740179538727","0.017828740179538727","0.017828740179538727","0.02561136893928051","0.02561136893928051","0.02561136893928051","0.01838850975036621","0.01838850975036621","0.01838850975036621","0.019838890060782433","0.019838890060782433","0.019838890060782433"
"3375","0.01653503067791462","0.01653503067791462","0.01653503067791462","0.026568744331598282","0.026568744331598282","0.026568744331598282","0.017774203792214394","0.017774203792214394","0.017774203792214394","0.025440692901611328","0.025440692901611328","0.025440692901611328","0.018305126577615738","0.018305126577615738","0.018305126577615738","0.019702157005667686","0.019702157005667686","0.019702157005667686"
"3420","0.016431355848908424","0.016431355848908424","0.016431355848908424","0.02637382410466671","0.02637382410466671","0.02637382410466671","0.017633458599448204","0.017633458599448204","0.017633458599448204","0.025276483967900276","0.025276483967900276","0.025276483967900276","0.018176795914769173","0.018176795914769173","0.018176795914769173","0.01955384388566017","0.01955384388566017","0.01955384388566017"
"3465","0.016290543600916862","0.016290543600916862","0.016290543600916862","0.026158351451158524","0.026158351451158524","0.026158351451158524","0.017572904005646706","0.017572904005646706","0.017572904005646706","0.025107940658926964","0.025107940658926964","0.025107940658926964","0.018053852021694183","0.018053852021694183","0.018053852021694183","0.019448380917310715","0.019448380917310715","0.019448380917310715"
"3510","0.01617402583360672","0.01617402583360672","0.01617402583360672","0.025991374626755714","0.025991374626755714","0.025991374626755714","0.01745034009218216","0.01745034009218216","0.01745034009218216","0.024984320625662804","0.024984320625662804","0.024984320625662804","0.01795496977865696","0.01795496977865696","0.01795496977865696","0.019302843138575554","0.019302843138575554","0.019302843138575554"
"3555","0.01611153595149517","0.01611153595149517","0.01611153595149517","0.025803253054618835","0.025803253054618835","0.025803253054618835","0.017283020541071892","0.017283020541071892","0.017283020541071892","0.02484874613583088","0.02484874613583088","0.02484874613583088","0.017829665914177895","0.017829665914177895","0.017829665914177895","0.019131498411297798","0.019131498411297798","0.019131498411297798"
