"Step","8cpbv0o1-119 - val/force_mae","8cpbv0o1-119 - val/force_mae__MIN","8cpbv0o1-119 - val/force_mae__MAX","llroik6o-118 - val/force_mae","llroik6o-118 - val/force_mae__MIN","llroik6o-118 - val/force_mae__MAX","jsek6sl2-116 - val/force_mae","jsek6sl2-116 - val/force_mae__MIN","jsek6sl2-116 - val/force_mae__MAX","lcfwx2ma-116 - val/force_mae","lcfwx2ma-116 - val/force_mae__MIN","lcfwx2ma-116 - val/force_mae__MAX","4ojp66b1-114 - val/force_mae","4ojp66b1-114 - val/force_mae__MIN","4ojp66b1-114 - val/force_mae__MAX","6gk9uial-111 - val/force_mae","6gk9uial-111 - val/force_mae__MIN","6gk9uial-111 - val/force_mae__MAX"
"22950","0.010419628582894802","0.010419628582894802","0.010419628582894802","0.013160905800759792","0.013160905800759792","0.013160905800759792","0.011126152239739895","0.011126152239739895","0.011126152239739895","0.01178673468530178","0.01178673468530178","0.01178673468530178","0.010966207832098007","0.010966207832098007","0.010966207832098007","0.01209279429167509","0.01209279429167509","0.01209279429167509"
"22995","0.010416918434202671","0.010416918434202671","0.010416918434202671","0.013154556043446064","0.013154556043446064","0.013154556043446064","0.011087571270763874","0.011087571270763874","0.011087571270763874","0.011792409233748913","0.011792409233748913","0.011792409233748913","0.010939011350274086","0.010939011350274086","0.010939011350274086","0.012093919329345226","0.012093919329345226","0.012093919329345226"
"23040","0.010416700504720211","0.010416700504720211","0.010416700504720211","0.01313422154635191","0.01313422154635191","0.01313422154635191","0.011085188016295433","0.011085188016295433","0.011085188016295433","0.011803103610873222","0.011803103610873222","0.011803103610873222","0.010943694040179253","0.010943694040179253","0.010943694040179253","0.012088942341506481","0.012088942341506481","0.012088942341506481"
"23085","0.010444287210702896","0.010444287210702896","0.010444287210702896","0.013108608312904835","0.013108608312904835","0.013108608312904835","0.01105623971670866","0.01105623971670866","0.01105623971670866","0.011788816191256046","0.011788816191256046","0.011788816191256046","0.010915565304458141","0.010915565304458141","0.010915565304458141","0.012075910344719887","0.012075910344719887","0.012075910344719887"
"23130","0.010419403202831745","0.010419403202831745","0.010419403202831745","0.013104109093546867","0.013104109093546867","0.013104109093546867","0.01103535108268261","0.01103535108268261","0.01103535108268261","0.011785934679210186","0.011785934679210186","0.011785934679210186","0.010919135995209217","0.010919135995209217","0.010919135995209217","0.012085792608559132","0.012085792608559132","0.012085792608559132"
"23175","0.01043078862130642","0.01043078862130642","0.01043078862130642","0.013093695044517517","0.013093695044517517","0.013093695044517517","0.011046843603253365","0.011046843603253365","0.011046843603253365","0.011782540008425713","0.011782540008425713","0.011782540008425713","0.01091792806982994","0.01091792806982994","0.01091792806982994","0.012082540430128574","0.012082540430128574","0.012082540430128574"
"23220","0.010422661900520325","0.010422661900520325","0.010422661900520325","0.013083131052553654","0.013083131052553654","0.013083131052553654","0.011055315844714642","0.011055315844714642","0.011055315844714642","0.01176480669528246","0.01176480669528246","0.01176480669528246","0.01089490856975317","0.01089490856975317","0.01089490856975317","0.012080035172402859","0.012080035172402859","0.012080035172402859"
"23265","0.010428139008581638","0.010428139008581638","0.010428139008581638","0.013075947761535645","0.013075947761535645","0.013075947761535645","0.011075659655034542","0.011075659655034542","0.011075659655034542","0.011745364405214787","0.011745364405214787","0.011745364405214787","0.010891852900385857","0.010891852900385857","0.010891852900385857","0.012084344401955605","0.012084344401955605","0.012084344401955605"
"23310","0.01043537724763155","0.01043537724763155","0.01043537724763155","0.013061247766017914","0.013061247766017914","0.013061247766017914","0.011058896780014038","0.011058896780014038","0.011058896780014038","0.011714007705450058","0.011714007705450058","0.011714007705450058","0.010858086869120598","0.010858086869120598","0.010858086869120598","0.012076467275619507","0.012076467275619507","0.012076467275619507"
"23355","0.010456772521138191","0.010456772521138191","0.010456772521138191","0.013049413450062275","0.013049413450062275","0.013049413450062275","0.011080033145844936","0.011080033145844936","0.011080033145844936","0.011708092875778675","0.011708092875778675","0.011708092875778675","0.010875003412365913","0.010875003412365913","0.010875003412365913","0.012077920138835907","0.012077920138835907","0.012077920138835907"
"23400","0.010450846515595913","0.010450846515595913","0.010450846515595913","0.013053524307906628","0.013053524307906628","0.013053524307906628","0.011094091460108757","0.011094091460108757","0.011094091460108757","0.011701409704983234","0.011701409704983234","0.011701409704983234","0.010891196317970753","0.010891196317970753","0.010891196317970753","0.012071631848812103","0.012071631848812103","0.012071631848812103"
"23445","0.010457602329552174","0.010457602329552174","0.010457602329552174","0.013028090819716454","0.013028090819716454","0.013028090819716454","0.01112021878361702","0.01112021878361702","0.01112021878361702","0.011680308729410172","0.011680308729410172","0.011680308729410172","0.01088630873709917","0.01088630873709917","0.01088630873709917","0.012074420228600502","0.012074420228600502","0.012074420228600502"
"23490","0.010469271801412106","0.010469271801412106","0.010469271801412106","0.01303127221763134","0.01303127221763134","0.01303127221763134","0.011101777665317059","0.011101777665317059","0.011101777665317059","0.011681935749948025","0.011681935749948025","0.011681935749948025","0.010876472108066082","0.010876472108066082","0.010876472108066082","0.012043829075992107","0.012043829075992107","0.012043829075992107"
"23535","0.010453310795128345","0.010453310795128345","0.010453310795128345","0.013033177703619003","0.013033177703619003","0.013033177703619003","0.011103682219982147","0.011103682219982147","0.011103682219982147","0.011676564812660217","0.011676564812660217","0.011676564812660217","0.010863537900149822","0.010863537900149822","0.010863537900149822","0.012015653774142265","0.012015653774142265","0.012015653774142265"
"23580","0.010430468246340752","0.010430468246340752","0.010430468246340752","0.013026759028434753","0.013026759028434753","0.013026759028434753","0.011113294400274754","0.011113294400274754","0.011113294400274754","0.011675228364765644","0.011675228364765644","0.011675228364765644","0.010847297497093678","0.010847297497093678","0.010847297497093678","0.012021797709167004","0.012021797709167004","0.012021797709167004"
"23625","0.01041849609464407","0.01041849609464407","0.01041849609464407","0.013028456829488277","0.013028456829488277","0.013028456829488277","0.011099892668426037","0.011099892668426037","0.011099892668426037","0.011681846342980862","0.011681846342980862","0.011681846342980862","0.01086351927369833","0.01086351927369833","0.01086351927369833","0.01203078217804432","0.01203078217804432","0.01203078217804432"
"23670","0.010436008684337139","0.010436008684337139","0.010436008684337139","0.013025272637605667","0.013025272637605667","0.013025272637605667","0.011135634034872055","0.011135634034872055","0.011135634034872055","0.011679179035127163","0.011679179035127163","0.011679179035127163","0.010894104838371277","0.010894104838371277","0.010894104838371277","0.01202110294252634","0.01202110294252634","0.01202110294252634"
"23715","0.01045319251716137","0.01045319251716137","0.01045319251716137","0.013009541667997837","0.013009541667997837","0.013009541667997837","0.01114311907440424","0.01114311907440424","0.01114311907440424","0.01165446825325489","0.01165446825325489","0.01165446825325489","0.010917800478637218","0.010917800478637218","0.010917800478637218","0.012035757303237915","0.012035757303237915","0.012035757303237915"
"23760","0.010444198735058308","0.010444198735058308","0.010444198735058308","0.01298609096556902","0.01298609096556902","0.01298609096556902","0.011138822883367538","0.011138822883367538","0.011138822883367538","0.0116390036419034","0.0116390036419034","0.0116390036419034","0.010941212065517902","0.010941212065517902","0.010941212065517902","0.012045926414430141","0.012045926414430141","0.012045926414430141"
"23805","0.010432536713778973","0.010432536713778973","0.010432536713778973","0.012970469892024994","0.012970469892024994","0.012970469892024994","0.011116774752736092","0.011116774752736092","0.011116774752736092","0.01162444707006216","0.01162444707006216","0.01162444707006216","0.010952021926641464","0.010952021926641464","0.010952021926641464","0.012031436897814274","0.012031436897814274","0.012031436897814274"
"23850","0.010425654239952564","0.010425654239952564","0.010425654239952564","0.012962019070982933","0.012962019070982933","0.012962019070982933","0.011116906069219112","0.011116906069219112","0.011116906069219112","0.011625822633504868","0.011625822633504868","0.011625822633504868","0.010957501828670502","0.010957501828670502","0.010957501828670502","0.012029384262859821","0.012029384262859821","0.012029384262859821"
"23895","0.010428021661937237","0.010428021661937237","0.010428021661937237","0.01295288186520338","0.01295288186520338","0.01295288186520338","0.011098881252110004","0.011098881252110004","0.011098881252110004","0.011624946258962154","0.011624946258962154","0.011624946258962154","0.010943206027150154","0.010943206027150154","0.010943206027150154","0.01203487254679203","0.01203487254679203","0.01203487254679203"
"23940","0.010425403714179993","0.010425403714179993","0.010425403714179993","0.012970149517059326","0.012970149517059326","0.012970149517059326","0.011075375601649284","0.011075375601649284","0.011075375601649284","0.011625256389379501","0.011625256389379501","0.011625256389379501","0.010931779630482197","0.010931779630482197","0.010931779630482197","0.012045234441757202","0.012045234441757202","0.012045234441757202"
"23985","0.01040517445653677","0.01040517445653677","0.01040517445653677","0.01297774724662304","0.01297774724662304","0.01297774724662304","0.011043524369597435","0.011043524369597435","0.011043524369597435","0.011612947098910809","0.011612947098910809","0.011612947098910809","0.010913670063018799","0.010913670063018799","0.010913670063018799","0.012050566263496876","0.012050566263496876","0.012050566263496876"
"24030","0.010389193892478943","0.010389193892478943","0.010389193892478943","0.012969860807061195","0.012969860807061195","0.012969860807061195","0.011043288744986057","0.011043288744986057","0.011043288744986057","0.01158792432397604","0.01158792432397604","0.01158792432397604","0.010885239578783512","0.010885239578783512","0.010885239578783512","0.0120388800278306","0.0120388800278306","0.0120388800278306"
"24075","0.010391293093562126","0.010391293093562126","0.010391293093562126","0.01298275962471962","0.01298275962471962","0.01298275962471962","0.011034050025045872","0.011034050025045872","0.011034050025045872","0.011594790033996105","0.011594790033996105","0.011594790033996105","0.010871382430195808","0.010871382430195808","0.010871382430195808","0.01205082144588232","0.01205082144588232","0.01205082144588232"
"24120","0.010400081984698772","0.010400081984698772","0.010400081984698772","0.012981003150343895","0.012981003150343895","0.012981003150343895","0.011020265519618988","0.011020265519618988","0.011020265519618988","0.011599346995353699","0.011599346995353699","0.011599346995353699","0.010860390029847622","0.010860390029847622","0.010860390029847622","0.012037004344165325","0.012037004344165325","0.012037004344165325"
"24165","0.010393974371254444","0.010393974371254444","0.010393974371254444","0.01299813948571682","0.01299813948571682","0.01299813948571682","0.011006314307451248","0.011006314307451248","0.011006314307451248","0.011590298265218735","0.011590298265218735","0.011590298265218735","0.010874020867049694","0.010874020867049694","0.010874020867049694","0.012023827992379665","0.012023827992379665","0.012023827992379665"
"24210","0.010383633896708488","0.010383633896708488","0.010383633896708488","0.012985434383153915","0.012985434383153915","0.012985434383153915","0.011025484651327133","0.011025484651327133","0.011025484651327133","0.011582201346755028","0.011582201346755028","0.011582201346755028","0.01084852684289217","0.01084852684289217","0.01084852684289217","0.01203178334981203","0.01203178334981203","0.01203178334981203"
"24255","0.010372444055974483","0.010372444055974483","0.010372444055974483","0.012973608449101448","0.012973608449101448","0.012973608449101448","0.011027215048670769","0.011027215048670769","0.011027215048670769","0.011598827317357063","0.011598827317357063","0.011598827317357063","0.010837500914931297","0.010837500914931297","0.010837500914931297","0.012032438069581985","0.012032438069581985","0.012032438069581985"
"24300","0.010365244932472706","0.010365244932472706","0.010365244932472706","0.01297777146100998","0.01297777146100998","0.01297777146100998","0.011005428619682789","0.011005428619682789","0.011005428619682789","0.011613093316555023","0.011613093316555023","0.011613093316555023","0.010819775983691216","0.010819775983691216","0.010819775983691216","0.012052047997713089","0.012052047997713089","0.012052047997713089"
"24345","0.010378124192357063","0.010378124192357063","0.010378124192357063","0.012973872013390064","0.012973872013390064","0.012973872013390064","0.010990521870553493","0.010990521870553493","0.010990521870553493","0.01162500400096178","0.01162500400096178","0.01162500400096178","0.010841707699000835","0.010841707699000835","0.010841707699000835","0.012040960602462292","0.012040960602462292","0.012040960602462292"
"24390","0.010364297777414322","0.010364297777414322","0.010364297777414322","0.012977366335690022","0.012977366335690022","0.012977366335690022","0.010963195003569126","0.010963195003569126","0.010963195003569126","0.011638311669230461","0.011638311669230461","0.011638311669230461","0.010842804796993732","0.010842804796993732","0.010842804796993732","0.01204004231840372","0.01204004231840372","0.01204004231840372"
"24435","0.01034752931445837","0.01034752931445837","0.01034752931445837","0.012967584654688835","0.012967584654688835","0.012967584654688835","0.010943436063826084","0.010943436063826084","0.010943436063826084","0.011659137904644012","0.011659137904644012","0.011659137904644012","0.010832940228283405","0.010832940228283405","0.010832940228283405","0.012022432871162891","0.012022432871162891","0.012022432871162891"
"24480","0.010333295911550522","0.010333295911550522","0.010333295911550522","0.012929464690387249","0.012929464690387249","0.012929464690387249","0.010959614999592304","0.010959614999592304","0.010959614999592304","0.011654223315417767","0.011654223315417767","0.011654223315417767","0.010796342976391315","0.010796342976391315","0.010796342976391315","0.012017153203487396","0.012017153203487396","0.012017153203487396"
"24525","0.010326508432626724","0.010326508432626724","0.010326508432626724","0.012912409380078316","0.012912409380078316","0.012912409380078316","0.010964556597173214","0.010964556597173214","0.010964556597173214","0.01163706835359335","0.01163706835359335","0.01163706835359335","0.010767676867544651","0.010767676867544651","0.010767676867544651","0.012027059681713581","0.012027059681713581","0.012027059681713581"
"24570","0.010338017717003822","0.010338017717003822","0.010338017717003822","0.012905425392091274","0.012905425392091274","0.012905425392091274","0.01097093801945448","0.01097093801945448","0.01097093801945448","0.011618169024586678","0.011618169024586678","0.011618169024586678","0.010763688944280148","0.010763688944280148","0.010763688944280148","0.012045464478433132","0.012045464478433132","0.012045464478433132"
"24615","0.010330894030630589","0.010330894030630589","0.010330894030630589","0.012901234440505505","0.012901234440505505","0.012901234440505505","0.010966788046061993","0.010966788046061993","0.010966788046061993","0.011603744700551033","0.011603744700551033","0.011603744700551033","0.010747412219643593","0.010747412219643593","0.010747412219643593","0.012056526727974415","0.012056526727974415","0.012056526727974415"
"24660","0.010335614904761314","0.010335614904761314","0.010335614904761314","0.012919364497065544","0.012919364497065544","0.012919364497065544","0.010984362103044987","0.010984362103044987","0.010984362103044987","0.01158413290977478","0.01158413290977478","0.01158413290977478","0.010728069581091404","0.010728069581091404","0.010728069581091404","0.012059307657182217","0.012059307657182217","0.012059307657182217"
"24705","0.010332760401070118","0.010332760401070118","0.010332760401070118","0.012922708876430988","0.012922708876430988","0.012922708876430988","0.011003813706338406","0.011003813706338406","0.011003813706338406","0.011592824012041092","0.011592824012041092","0.011592824012041092","0.010699277743697166","0.010699277743697166","0.010699277743697166","0.01207177247852087","0.01207177247852087","0.01207177247852087"
"24750","0.010323958471417427","0.010323958471417427","0.010323958471417427","0.012904956005513668","0.012904956005513668","0.012904956005513668","0.011030483059585094","0.011030483059585094","0.011030483059585094","0.01157461293041706","0.01157461293041706","0.01157461293041706","0.010700426995754242","0.010700426995754242","0.010700426995754242","0.012072269804775715","0.012072269804775715","0.012072269804775715"
"24795","0.01030983217060566","0.01030983217060566","0.01030983217060566","0.012894820421934128","0.012894820421934128","0.012894820421934128","0.011045689694583416","0.011045689694583416","0.011045689694583416","0.011569731868803501","0.011569731868803501","0.011569731868803501","0.010703674517571926","0.010703674517571926","0.010703674517571926","0.01206235308200121","0.01206235308200121","0.01206235308200121"
"24840","0.010290410369634628","0.010290410369634628","0.010290410369634628","0.012884831987321377","0.012884831987321377","0.012884831987321377","0.011030049063265324","0.011030049063265324","0.011030049063265324","0.01157509908080101","0.01157509908080101","0.01157509908080101","0.010704142041504383","0.010704142041504383","0.010704142041504383","0.012041263282299042","0.012041263282299042","0.012041263282299042"
"24885","0.010317232459783554","0.010317232459783554","0.010317232459783554","0.012901656329631805","0.012901656329631805","0.012901656329631805","0.011012657545506954","0.011012657545506954","0.011012657545506954","0.011557082645595074","0.011557082645595074","0.011557082645595074","0.01071683969348669","0.01071683969348669","0.01071683969348669","0.012041970156133175","0.012041970156133175","0.012041970156133175"
"24930","0.010310443118214607","0.010310443118214607","0.010310443118214607","0.012891065329313278","0.012891065329313278","0.012891065329313278","0.011011051945388317","0.011011051945388317","0.011011051945388317","0.011558127589523792","0.011558127589523792","0.011558127589523792","0.010743789374828339","0.010743789374828339","0.010743789374828339","0.012002999894320965","0.012002999894320965","0.012002999894320965"
"24975","0.010326973162591457","0.010326973162591457","0.010326973162591457","0.012897028587758541","0.012897028587758541","0.012897028587758541","0.010993422009050846","0.010993422009050846","0.010993422009050846","0.011553206481039524","0.011553206481039524","0.011553206481039524","0.010772204957902431","0.010772204957902431","0.010772204957902431","0.011991431005299091","0.011991431005299091","0.011991431005299091"
"25020","0.010317467153072357","0.010317467153072357","0.010317467153072357","0.012901396490633488","0.012901396490633488","0.012901396490633488","0.010994146578013897","0.010994146578013897","0.010994146578013897","0.011545905843377113","0.011545905843377113","0.011545905843377113","0.01076530572026968","0.01076530572026968","0.01076530572026968","0.011974751949310303","0.011974751949310303","0.011974751949310303"
"25065","0.010311603546142578","0.010311603546142578","0.010311603546142578","0.012882642447948456","0.012882642447948456","0.012882642447948456","0.010973453521728516","0.010973453521728516","0.010973453521728516","0.011541154235601425","0.011541154235601425","0.011541154235601425","0.010751898400485516","0.010751898400485516","0.010751898400485516","0.011978860013186932","0.011978860013186932","0.011978860013186932"
"25110","0.010304701514542103","0.010304701514542103","0.010304701514542103","0.012863186188042164","0.012863186188042164","0.012863186188042164","0.010949996300041676","0.010949996300041676","0.010949996300041676","0.011526982299983501","0.011526982299983501","0.011526982299983501","0.010747227817773819","0.010747227817773819","0.010747227817773819","0.011992298066616058","0.011992298066616058","0.011992298066616058"
"25155","0.010283074341714382","0.010283074341714382","0.010283074341714382","0.012830178253352642","0.012830178253352642","0.012830178253352642","0.01093924231827259","0.01093924231827259","0.01093924231827259","0.011523212306201458","0.011523212306201458","0.011523212306201458","0.010745856910943985","0.010745856910943985","0.010745856910943985","0.012004587799310684","0.012004587799310684","0.012004587799310684"
"25200","0.010276705026626587","0.010276705026626587","0.010276705026626587","0.012815496884286404","0.012815496884286404","0.012815496884286404","0.010941139422357082","0.010941139422357082","0.010941139422357082","0.011535260826349258","0.011535260826349258","0.011535260826349258","0.010705394670367241","0.010705394670367241","0.010705394670367241","0.012013040482997894","0.012013040482997894","0.012013040482997894"
"25245","0.010287237353622913","0.010287237353622913","0.010287237353622913","0.012791742570698261","0.012791742570698261","0.012791742570698261","0.010928038507699966","0.010928038507699966","0.010928038507699966","0.011523259803652763","0.011523259803652763","0.011523259803652763","0.010692440904676914","0.010692440904676914","0.010692440904676914","0.01200288999825716","0.01200288999825716","0.01200288999825716"
"25290","0.010295487008988857","0.010295487008988857","0.010295487008988857","0.012784776277840137","0.012784776277840137","0.012784776277840137","0.010916740633547306","0.010916740633547306","0.010916740633547306","0.011525392532348633","0.011525392532348633","0.011525392532348633","0.010676364414393902","0.010676364414393902","0.010676364414393902","0.011983535252511501","0.011983535252511501","0.011983535252511501"
"25335","0.010295295156538486","0.010295295156538486","0.010295295156538486","0.01277683675289154","0.01277683675289154","0.01277683675289154","0.010940507054328918","0.010940507054328918","0.010940507054328918","0.01151113398373127","0.01151113398373127","0.01151113398373127","0.01065133512020111","0.01065133512020111","0.01065133512020111","0.011996828019618988","0.011996828019618988","0.011996828019618988"
"25380","0.010288771241903305","0.010288771241903305","0.010288771241903305","0.012775737792253494","0.012775737792253494","0.012775737792253494","0.01096341386437416","0.01096341386437416","0.01096341386437416","0.011508151888847351","0.011508151888847351","0.011508151888847351","0.010655599646270275","0.010655599646270275","0.010655599646270275","0.011999418027698994","0.011999418027698994","0.011999418027698994"
"25425","0.010278592817485332","0.010278592817485332","0.010278592817485332","0.012769739143550396","0.012769739143550396","0.012769739143550396","0.010961570776998997","0.010961570776998997","0.010961570776998997","0.011509573087096214","0.011509573087096214","0.011509573087096214","0.01065942831337452","0.01065942831337452","0.01065942831337452","0.012013866566121578","0.012013866566121578","0.012013866566121578"
"25470","0.010266844183206558","0.010266844183206558","0.010266844183206558","0.01276807114481926","0.01276807114481926","0.01276807114481926","0.010959201492369175","0.010959201492369175","0.010959201492369175","0.01152313407510519","0.01152313407510519","0.01152313407510519","0.010674813762307167","0.010674813762307167","0.010674813762307167","0.012009603902697563","0.012009603902697563","0.012009603902697563"
"25515","0.010274557396769524","0.010274557396769524","0.010274557396769524","0.012758676894009113","0.012758676894009113","0.012758676894009113","0.01094121765345335","0.01094121765345335","0.01094121765345335","0.011503943242132664","0.011503943242132664","0.011503943242132664","0.010668257251381874","0.010668257251381874","0.010668257251381874","0.012009584344923496","0.012009584344923496","0.012009584344923496"
"25560","0.010262859985232353","0.010262859985232353","0.010262859985232353","0.012770560570061207","0.012770560570061207","0.012770560570061207","0.01092555932700634","0.01092555932700634","0.01092555932700634","0.01149747148156166","0.01149747148156166","0.01149747148156166","0.01067421492189169","0.01067421492189169","0.01067421492189169","0.012004400603473186","0.012004400603473186","0.012004400603473186"
"25605","0.010256730951368809","0.010256730951368809","0.010256730951368809","0.012787004001438618","0.012787004001438618","0.012787004001438618","0.010908467695116997","0.010908467695116997","0.010908467695116997","0.011493252590298653","0.011493252590298653","0.011493252590298653","0.010688919574022293","0.010688919574022293","0.010688919574022293","0.011994349770247936","0.011994349770247936","0.011994349770247936"
"25650","0.010262456722557545","0.010262456722557545","0.010262456722557545","0.012798718176782131","0.012798718176782131","0.012798718176782131","0.01089443638920784","0.01089443638920784","0.01089443638920784","0.011498362757265568","0.011498362757265568","0.011498362757265568","0.010682018473744392","0.010682018473744392","0.010682018473744392","0.011996437795460224","0.011996437795460224","0.011996437795460224"
"25695","0.010246595367789268","0.010246595367789268","0.010246595367789268","0.012795107439160347","0.012795107439160347","0.012795107439160347","0.010868658311665058","0.010868658311665058","0.010868658311665058","0.011476750485599041","0.011476750485599041","0.011476750485599041","0.010692878626286983","0.010692878626286983","0.010692878626286983","0.011976067908108234","0.011976067908108234","0.011976067908108234"
"25740","0.010240765288472176","0.010240765288472176","0.010240765288472176","0.012802915647625923","0.012802915647625923","0.012802915647625923","0.010831503197550774","0.010831503197550774","0.010831503197550774","0.011471565812826157","0.011471565812826157","0.011471565812826157","0.010695138014853","0.010695138014853","0.010695138014853","0.011977452784776688","0.011977452784776688","0.011977452784776688"
"25785","0.010245177894830704","0.010245177894830704","0.010245177894830704","0.012794964015483856","0.012794964015483856","0.012794964015483856","0.010813882574439049","0.010813882574439049","0.010813882574439049","0.011477024294435978","0.011477024294435978","0.011477024294435978","0.010676543228328228","0.010676543228328228","0.010676543228328228","0.01194386649876833","0.01194386649876833","0.01194386649876833"
"25830","0.01024527009576559","0.01024527009576559","0.01024527009576559","0.012791140004992485","0.012791140004992485","0.012791140004992485","0.010818924754858017","0.010818924754858017","0.010818924754858017","0.011477621272206306","0.011477621272206306","0.011477621272206306","0.010666178539395332","0.010666178539395332","0.010666178539395332","0.011931509710848331","0.011931509710848331","0.011931509710848331"
"25875","0.01025259681046009","0.01025259681046009","0.01025259681046009","0.01276862807571888","0.01276862807571888","0.01276862807571888","0.010825916193425655","0.010825916193425655","0.010825916193425655","0.011472000740468502","0.011472000740468502","0.011472000740468502","0.010662436485290527","0.010662436485290527","0.010662436485290527","0.011947321705520153","0.011947321705520153","0.011947321705520153"
"25920","0.010263534262776375","0.010263534262776375","0.010263534262776375","0.012753020972013474","0.012753020972013474","0.012753020972013474","0.01081717200577259","0.01081717200577259","0.01081717200577259","0.011452662758529186","0.011452662758529186","0.011452662758529186","0.0106528140604496","0.0106528140604496","0.0106528140604496","0.011967775411903858","0.011967775411903858","0.011967775411903858"
"25965","0.010269558057188988","0.010269558057188988","0.010269558057188988","0.012739090248942375","0.012739090248942375","0.012739090248942375","0.010830228216946125","0.010830228216946125","0.010830228216946125","0.011454826220870018","0.011454826220870018","0.011454826220870018","0.010638656094670296","0.010638656094670296","0.010638656094670296","0.011967009864747524","0.011967009864747524","0.011967009864747524"
"26010","0.010270282626152039","0.010270282626152039","0.010270282626152039","0.012742741033434868","0.012742741033434868","0.012742741033434868","0.010829589329659939","0.010829589329659939","0.010829589329659939","0.011462456546723843","0.011462456546723843","0.011462456546723843","0.010623948648571968","0.010623948648571968","0.010623948648571968","0.011946183629333973","0.011946183629333973","0.011946183629333973"
"26055","0.010262548923492432","0.010262548923492432","0.010262548923492432","0.012740252539515495","0.012740252539515495","0.012740252539515495","0.010841749608516693","0.010841749608516693","0.010841749608516693","0.01145110372453928","0.01145110372453928","0.01145110372453928","0.01062775868922472","0.01062775868922472","0.01062775868922472","0.011964215897023678","0.011964215897023678","0.011964215897023678"
"26100","0.010239492170512676","0.010239492170512676","0.010239492170512676","0.012742367573082447","0.012742367573082447","0.012742367573082447","0.010850366204977036","0.010850366204977036","0.010850366204977036","0.011454865336418152","0.011454865336418152","0.011454865336418152","0.010624409653246403","0.010624409653246403","0.010624409653246403","0.01197776384651661","0.01197776384651661","0.01197776384651661"
"26145","0.010244510136544704","0.010244510136544704","0.010244510136544704","0.012747880071401596","0.012747880071401596","0.012747880071401596","0.010816816240549088","0.010816816240549088","0.010816816240549088","0.011442005634307861","0.011442005634307861","0.011442005634307861","0.010601871646940708","0.010601871646940708","0.010601871646940708","0.011982752941548824","0.011982752941548824","0.011982752941548824"
"26190","0.010251023806631565","0.010251023806631565","0.010251023806631565","0.012770544737577438","0.012770544737577438","0.012770544737577438","0.01080232858657837","0.01080232858657837","0.01080232858657837","0.011465759016573429","0.011465759016573429","0.011465759016573429","0.010587421245872974","0.010587421245872974","0.010587421245872974","0.011968826875090599","0.011968826875090599","0.011968826875090599"
"26235","0.01025390811264515","0.01025390811264515","0.01025390811264515","0.012783126905560493","0.012783126905560493","0.012783126905560493","0.01080744992941618","0.01080744992941618","0.01080744992941618","0.011450287885963917","0.011450287885963917","0.011450287885963917","0.010592653416097164","0.010592653416097164","0.010592653416097164","0.011934425681829453","0.011934425681829453","0.011934425681829453"
"26280","0.010222108103334904","0.010222108103334904","0.010222108103334904","0.01279526948928833","0.01279526948928833","0.01279526948928833","0.010797285474836826","0.010797285474836826","0.010797285474836826","0.011435574851930141","0.011435574851930141","0.011435574851930141","0.01059737429022789","0.01059737429022789","0.01059737429022789","0.011902683414518833","0.011902683414518833","0.011902683414518833"
"26325","0.010223554447293282","0.010223554447293282","0.010223554447293282","0.012792067602276802","0.012792067602276802","0.012792067602276802","0.010807194747030735","0.010807194747030735","0.010807194747030735","0.011412209831178188","0.011412209831178188","0.011412209831178188","0.010603317990899086","0.010603317990899086","0.010603317990899086","0.01190726924687624","0.01190726924687624","0.01190726924687624"
"26370","0.010215772315859795","0.010215772315859795","0.010215772315859795","0.012785072438418865","0.012785072438418865","0.012785072438418865","0.01083712000399828","0.01083712000399828","0.01083712000399828","0.01140516996383667","0.01140516996383667","0.01140516996383667","0.010615460574626923","0.010615460574626923","0.010615460574626923","0.01190264243632555","0.01190264243632555","0.01190264243632555"
"26415","0.01021161861717701","0.01021161861717701","0.01021161861717701","0.012775537557899952","0.012775537557899952","0.012775537557899952","0.010811053216457367","0.010811053216457367","0.010811053216457367","0.011408546008169651","0.011408546008169651","0.011408546008169651","0.010612500831484795","0.010612500831484795","0.010612500831484795","0.011886038817465305","0.011886038817465305","0.011886038817465305"
"26460","0.010199218988418579","0.010199218988418579","0.010199218988418579","0.012759922072291374","0.012759922072291374","0.012759922072291374","0.010828995145857334","0.010828995145857334","0.010828995145857334","0.011389528401196003","0.011389528401196003","0.011389528401196003","0.010593541897833347","0.010593541897833347","0.010593541897833347","0.01188527513295412","0.01188527513295412","0.01188527513295412"
"26505","0.010197598487138748","0.010197598487138748","0.010197598487138748","0.012749092653393745","0.012749092653393745","0.012749092653393745","0.01081887912005186","0.01081887912005186","0.01081887912005186","0.011380310170352459","0.011380310170352459","0.011380310170352459","0.010581975802779198","0.010581975802779198","0.010581975802779198","0.011893820948898792","0.011893820948898792","0.011893820948898792"
"26550","0.010179481469094753","0.010179481469094753","0.010179481469094753","0.012736499309539795","0.012736499309539795","0.012736499309539795","0.010839608497917652","0.010839608497917652","0.010839608497917652","0.011372041888535023","0.011372041888535023","0.011372041888535023","0.01058029755949974","0.01058029755949974","0.01058029755949974","0.011890747584402561","0.011890747584402561","0.011890747584402561"
