"Step","4ojp66b1-114 - val/force_mae","4ojp66b1-114 - val/force_mae__MIN","4ojp66b1-114 - val/force_mae__MAX","k0vm6p66-114 - val/force_mae","k0vm6p66-114 - val/force_mae__MIN","k0vm6p66-114 - val/force_mae__MAX","bzebif6e-113 - val/force_mae","bzebif6e-113 - val/force_mae__MIN","bzebif6e-113 - val/force_mae__MAX","lv2prrgk-112 - val/force_mae","lv2prrgk-112 - val/force_mae__MIN","lv2prrgk-112 - val/force_mae__MAX","6gk9uial-111 - val/force_mae","6gk9uial-111 - val/force_mae__MIN","6gk9uial-111 - val/force_mae__MAX"
"495","0.07386327534914017","0.07386327534914017","0.07386327534914017","0.07485604286193848","0.07485604286193848","0.07485604286193848","0.08026846498250961","0.08026846498250961","0.08026846498250961","0.16901446878910065","0.16901446878910065","0.16901446878910065","0.07326673716306686","0.07326673716306686","0.07326673716306686"
"540","0.0669255182147026","0.0669255182147026","0.0669255182147026","0.06672525405883789","0.06672525405883789","0.06672525405883789","0.0726972371339798","0.0726972371339798","0.0726972371339798","0.1546652466058731","0.1546652466058731","0.1546652466058731","0.06662294268608093","0.06662294268608093","0.06662294268608093"
"585","0.06115473061800003","0.06115473061800003","0.06115473061800003","0.061331361532211304","0.061331361532211304","0.061331361532211304","0.06650200486183167","0.06650200486183167","0.06650200486183167","0.1421326845884323","0.1421326845884323","0.1421326845884323","0.06194065138697624","0.06194065138697624","0.06194065138697624"
"630","0.056544218212366104","0.056544218212366104","0.056544218212366104","0.056647319346666336","0.056647319346666336","0.056647319346666336","0.061276957392692566","0.061276957392692566","0.061276957392692566","0.13070565462112427","0.13070565462112427","0.13070565462112427","0.05747485160827637","0.05747485160827637","0.05747485160827637"
"675","0.052768245339393616","0.052768245339393616","0.052768245339393616","0.05320027843117714","0.05320027843117714","0.05320027843117714","0.05564788356423378","0.05564788356423378","0.05564788356423378","0.11956659704446793","0.11956659704446793","0.11956659704446793","0.05429095774888992","0.05429095774888992","0.05429095774888992"
"720","0.04960060492157936","0.04960060492157936","0.04960060492157936","0.05010029673576355","0.05010029673576355","0.05010029673576355","0.052026260644197464","0.052026260644197464","0.052026260644197464","0.11003272980451584","0.11003272980451584","0.11003272980451584","0.05126025155186653","0.05126025155186653","0.05126025155186653"
"765","0.04669015854597092","0.04669015854597092","0.04669015854597092","0.04762378707528114","0.04762378707528114","0.04762378707528114","0.04964129254221916","0.04964129254221916","0.04964129254221916","0.10076656192541122","0.10076656192541122","0.10076656192541122","0.048850398510694504","0.048850398510694504","0.048850398510694504"
"810","0.04465519264340401","0.04465519264340401","0.04465519264340401","0.044874388724565506","0.044874388724565506","0.044874388724565506","0.04692778363823891","0.04692778363823891","0.04692778363823891","0.09201974421739578","0.09201974421739578","0.09201974421739578","0.04666801169514656","0.04666801169514656","0.04666801169514656"
"855","0.0425337590277195","0.0425337590277195","0.0425337590277195","0.04278117045760155","0.04278117045760155","0.04278117045760155","0.04508111998438835","0.04508111998438835","0.04508111998438835","0.08409033715724945","0.08409033715724945","0.08409033715724945","0.04461856558918953","0.04461856558918953","0.04461856558918953"
"900","0.04085063934326172","0.04085063934326172","0.04085063934326172","0.040924057364463806","0.040924057364463806","0.040924057364463806","0.0430152453482151","0.0430152453482151","0.0430152453482151","0.07738705724477768","0.07738705724477768","0.07738705724477768","0.04308551549911499","0.04308551549911499","0.04308551549911499"
"945","0.03926074132323265","0.03926074132323265","0.03926074132323265","0.039412207901477814","0.039412207901477814","0.039412207901477814","0.04151212051510811","0.04151212051510811","0.04151212051510811","0.07185830175876617","0.07185830175876617","0.07185830175876617","0.04149726778268814","0.04149726778268814","0.04149726778268814"
"990","0.037840280681848526","0.037840280681848526","0.037840280681848526","0.03780842199921608","0.03780842199921608","0.03780842199921608","0.039958540350198746","0.039958540350198746","0.039958540350198746","0.06702118366956711","0.06702118366956711","0.06702118366956711","0.04005169868469238","0.04005169868469238","0.04005169868469238"
"1035","0.03650888428092003","0.03650888428092003","0.03650888428092003","0.03644153103232384","0.03644153103232384","0.03644153103232384","0.03876229748129845","0.03876229748129845","0.03876229748129845","0.06306881457567215","0.06306881457567215","0.06306881457567215","0.038775913417339325","0.038775913417339325","0.038775913417339325"
"1080","0.03526298329234123","0.03526298329234123","0.03526298329234123","0.03527616336941719","0.03527616336941719","0.03527616336941719","0.037613645195961","0.037613645195961","0.037613645195961","0.05968838185071945","0.05968838185071945","0.05968838185071945","0.03771013766527176","0.03771013766527176","0.03771013766527176"
"1125","0.034019481390714645","0.034019481390714645","0.034019481390714645","0.034105803817510605","0.034105803817510605","0.034105803817510605","0.036503080278635025","0.036503080278635025","0.036503080278635025","0.05695001408457756","0.05695001408457756","0.05695001408457756","0.0367523655295372","0.0367523655295372","0.0367523655295372"
"1170","0.03295108675956726","0.03295108675956726","0.03295108675956726","0.0331583172082901","0.0331583172082901","0.0331583172082901","0.03559865057468414","0.03559865057468414","0.03559865057468414","0.05454014614224434","0.05454014614224434","0.05454014614224434","0.03575370833277702","0.03575370833277702","0.03575370833277702"
"1215","0.03196018934249878","0.03196018934249878","0.03196018934249878","0.03226103261113167","0.03226103261113167","0.03226103261113167","0.03459078073501587","0.03459078073501587","0.03459078073501587","0.05243925750255585","0.05243925750255585","0.05243925750255585","0.03474416583776474","0.03474416583776474","0.03474416583776474"
"1260","0.03135799989104271","0.03135799989104271","0.03135799989104271","0.031669486314058304","0.031669486314058304","0.031669486314058304","0.033772218972444534","0.033772218972444534","0.033772218972444534","0.050519075244665146","0.050519075244665146","0.050519075244665146","0.03386225551366806","0.03386225551366806","0.03386225551366806"
"1305","0.030651049688458443","0.030651049688458443","0.030651049688458443","0.03099730983376503","0.03099730983376503","0.03099730983376503","0.03300362080335617","0.03300362080335617","0.03300362080335617","0.04881731793284416","0.04881731793284416","0.04881731793284416","0.033214498311281204","0.033214498311281204","0.033214498311281204"
"1350","0.030055902898311615","0.030055902898311615","0.030055902898311615","0.03030886873602867","0.03030886873602867","0.03030886873602867","0.032212994992733","0.032212994992733","0.032212994992733","0.047301243990659714","0.047301243990659714","0.047301243990659714","0.032494910061359406","0.032494910061359406","0.032494910061359406"
"1395","0.029438653960824013","0.029438653960824013","0.029438653960824013","0.029710715636610985","0.029710715636610985","0.029710715636610985","0.03160637617111206","0.03160637617111206","0.03160637617111206","0.04588489606976509","0.04588489606976509","0.04588489606976509","0.031799014657735825","0.031799014657735825","0.031799014657735825"
"1440","0.02885952964425087","0.02885952964425087","0.02885952964425087","0.029121898114681244","0.029121898114681244","0.029121898114681244","0.030925577506422997","0.030925577506422997","0.030925577506422997","0.04461515322327614","0.04461515322327614","0.04461515322327614","0.03112773783504963","0.03112773783504963","0.03112773783504963"
"1485","0.028358396142721176","0.028358396142721176","0.028358396142721176","0.0286254845559597","0.0286254845559597","0.0286254845559597","0.030271796509623528","0.030271796509623528","0.030271796509623528","0.04354413226246834","0.04354413226246834","0.04354413226246834","0.030535658821463585","0.030535658821463585","0.030535658821463585"
"1530","0.027865437790751457","0.027865437790751457","0.027865437790751457","0.02796001173555851","0.02796001173555851","0.02796001173555851","0.02984500303864479","0.02984500303864479","0.02984500303864479","0.04236786440014839","0.04236786440014839","0.04236786440014839","0.030057014897465706","0.030057014897465706","0.030057014897465706"
"1575","0.027387645095586777","0.027387645095586777","0.027387645095586777","0.027530688792467117","0.027530688792467117","0.027530688792467117","0.029488813132047653","0.029488813132047653","0.029488813132047653","0.041505299508571625","0.041505299508571625","0.041505299508571625","0.02953200787305832","0.02953200787305832","0.02953200787305832"
"1620","0.026853589341044426","0.026853589341044426","0.026853589341044426","0.02706036902964115","0.02706036902964115","0.02706036902964115","0.029067400842905045","0.029067400842905045","0.029067400842905045","0.040744490921497345","0.040744490921497345","0.040744490921497345","0.028987955302000046","0.028987955302000046","0.028987955302000046"
"1665","0.026379145681858063","0.026379145681858063","0.026379145681858063","0.02665293589234352","0.02665293589234352","0.02665293589234352","0.028675397858023643","0.028675397858023643","0.028675397858023643","0.04003605246543884","0.04003605246543884","0.04003605246543884","0.028433123603463173","0.028433123603463173","0.028433123603463173"
"1710","0.02601010911166668","0.02601010911166668","0.02601010911166668","0.02627548575401306","0.02627548575401306","0.02627548575401306","0.028274055570364","0.028274055570364","0.028274055570364","0.03935099020600319","0.03935099020600319","0.03935099020600319","0.02803628332912922","0.02803628332912922","0.02803628332912922"
"1755","0.025621682405471802","0.025621682405471802","0.025621682405471802","0.025965310633182526","0.025965310633182526","0.025965310633182526","0.02780388854444027","0.02780388854444027","0.02780388854444027","0.03877526521682739","0.03877526521682739","0.03877526521682739","0.027663005515933037","0.027663005515933037","0.027663005515933037"
"1800","0.025361783802509308","0.025361783802509308","0.025361783802509308","0.02566368505358696","0.02566368505358696","0.02566368505358696","0.02725410833954811","0.02725410833954811","0.02725410833954811","0.03822699561715126","0.03822699561715126","0.03822699561715126","0.02723260037600994","0.02723260037600994","0.02723260037600994"
"1845","0.025120168924331665","0.025120168924331665","0.025120168924331665","0.02535495162010193","0.02535495162010193","0.02535495162010193","0.026827432215213776","0.026827432215213776","0.026827432215213776","0.03762030228972435","0.03762030228972435","0.03762030228972435","0.026900019496679306","0.026900019496679306","0.026900019496679306"
"1890","0.024913443252444267","0.024913443252444267","0.024913443252444267","0.025115571916103363","0.025115571916103363","0.025115571916103363","0.026386603713035583","0.026386603713035583","0.026386603713035583","0.03714609891176224","0.03714609891176224","0.03714609891176224","0.026655036956071854","0.026655036956071854","0.026655036956071854"
"1935","0.024615878239274025","0.024615878239274025","0.024615878239274025","0.02484291046857834","0.02484291046857834","0.02484291046857834","0.02601396106183529","0.02601396106183529","0.02601396106183529","0.036627233028411865","0.036627233028411865","0.036627233028411865","0.026336397975683212","0.026336397975683212","0.026336397975683212"
"1980","0.02424396201968193","0.02424396201968193","0.02424396201968193","0.024643447250127792","0.024643447250127792","0.024643447250127792","0.02562958002090454","0.02562958002090454","0.02562958002090454","0.03610663861036301","0.03610663861036301","0.03610663861036301","0.025969501584768295","0.025969501584768295","0.025969501584768295"
"2025","0.02384781837463379","0.02384781837463379","0.02384781837463379","0.02443072758615017","0.02443072758615017","0.02443072758615017","0.025322234258055687","0.025322234258055687","0.025322234258055687","0.03563840687274933","0.03563840687274933","0.03563840687274933","0.025555366650223732","0.025555366650223732","0.025555366650223732"
"2070","0.02354399673640728","0.02354399673640728","0.02354399673640728","0.024098066613078117","0.024098066613078117","0.024098066613078117","0.02500910311937332","0.02500910311937332","0.02500910311937332","0.03510017320513725","0.03510017320513725","0.03510017320513725","0.025242382660508156","0.025242382660508156","0.025242382660508156"
"2115","0.023277489468455315","0.023277489468455315","0.023277489468455315","0.023740747943520546","0.023740747943520546","0.023740747943520546","0.024662263691425323","0.024662263691425323","0.024662263691425323","0.03461814671754837","0.03461814671754837","0.03461814671754837","0.024905359372496605","0.024905359372496605","0.024905359372496605"
"2160","0.02307569608092308","0.02307569608092308","0.02307569608092308","0.02349904179573059","0.02349904179573059","0.02349904179573059","0.0243074931204319","0.0243074931204319","0.0243074931204319","0.03425455093383789","0.03425455093383789","0.03425455093383789","0.02466174028813839","0.02466174028813839","0.02466174028813839"
"2205","0.022861294448375702","0.022861294448375702","0.022861294448375702","0.023253990337252617","0.023253990337252617","0.023253990337252617","0.024037055671215057","0.024037055671215057","0.024037055671215057","0.033762164413928986","0.033762164413928986","0.033762164413928986","0.024264855310320854","0.024264855310320854","0.024264855310320854"
"2250","0.022648338228464127","0.022648338228464127","0.022648338228464127","0.023033538833260536","0.023033538833260536","0.023033538833260536","0.023937582969665527","0.023937582969665527","0.023937582969665527","0.03319408372044563","0.03319408372044563","0.03319408372044563","0.023954112082719803","0.023954112082719803","0.023954112082719803"
"2295","0.022397341206669807","0.022397341206669807","0.022397341206669807","0.022796522825956345","0.022796522825956345","0.022796522825956345","0.023712433874607086","0.023712433874607086","0.023712433874607086","0.03271890804171562","0.03271890804171562","0.03271890804171562","0.023711657151579857","0.023711657151579857","0.023711657151579857"
"2340","0.022152205929160118","0.022152205929160118","0.022152205929160118","0.02263634093105793","0.02263634093105793","0.02263634093105793","0.023560600355267525","0.023560600355267525","0.023560600355267525","0.03225945308804512","0.03225945308804512","0.03225945308804512","0.02346527762711048","0.02346527762711048","0.02346527762711048"
"2385","0.021841665729880333","0.021841665729880333","0.021841665729880333","0.022462496533989906","0.022462496533989906","0.022462496533989906","0.023265261203050613","0.023265261203050613","0.023265261203050613","0.03190644085407257","0.03190644085407257","0.03190644085407257","0.023138560354709625","0.023138560354709625","0.023138560354709625"
"2430","0.021595915779471397","0.021595915779471397","0.021595915779471397","0.022247597575187683","0.022247597575187683","0.022247597575187683","0.022960491478443146","0.022960491478443146","0.022960491478443146","0.03160133585333824","0.03160133585333824","0.03160133585333824","0.02294122613966465","0.02294122613966465","0.02294122613966465"
"2475","0.02135760709643364","0.02135760709643364","0.02135760709643364","0.02200348488986492","0.02200348488986492","0.02200348488986492","0.022671474143862724","0.022671474143862724","0.022671474143862724","0.03127691522240639","0.03127691522240639","0.03127691522240639","0.022714605554938316","0.022714605554938316","0.022714605554938316"
"2520","0.021224919706583023","0.021224919706583023","0.021224919706583023","0.02176477573812008","0.02176477573812008","0.02176477573812008","0.022560443729162216","0.022560443729162216","0.022560443729162216","0.030984586104750633","0.030984586104750633","0.030984586104750633","0.022491509094834328","0.022491509094834328","0.022491509094834328"
"2565","0.021000457927584648","0.021000457927584648","0.021000457927584648","0.021517012268304825","0.021517012268304825","0.021517012268304825","0.02236499823629856","0.02236499823629856","0.02236499823629856","0.030736979097127914","0.030736979097127914","0.030736979097127914","0.022361911833286285","0.022361911833286285","0.022361911833286285"
"2610","0.020850811153650284","0.020850811153650284","0.020850811153650284","0.021375196054577827","0.021375196054577827","0.021375196054577827","0.022211851552128792","0.022211851552128792","0.022211851552128792","0.030521022155880928","0.030521022155880928","0.030521022155880928","0.022138526663184166","0.022138526663184166","0.022138526663184166"
"2655","0.02062848210334778","0.02062848210334778","0.02062848210334778","0.021189117804169655","0.021189117804169655","0.021189117804169655","0.022008223459124565","0.022008223459124565","0.022008223459124565","0.030240191146731377","0.030240191146731377","0.030240191146731377","0.021932868286967278","0.021932868286967278","0.021932868286967278"
"2700","0.020420022308826447","0.020420022308826447","0.020420022308826447","0.02099032886326313","0.02099032886326313","0.02099032886326313","0.02172873169183731","0.02172873169183731","0.02172873169183731","0.02990650199353695","0.02990650199353695","0.02990650199353695","0.021763810887932777","0.021763810887932777","0.021763810887932777"
"2745","0.02014727145433426","0.02014727145433426","0.02014727145433426","0.02086969092488289","0.02086969092488289","0.02086969092488289","0.02147791162133217","0.02147791162133217","0.02147791162133217","0.02955622784793377","0.02955622784793377","0.02955622784793377","0.02155490405857563","0.02155490405857563","0.02155490405857563"
"2790","0.02003348246216774","0.02003348246216774","0.02003348246216774","0.02065819688141346","0.02065819688141346","0.02065819688141346","0.021425895392894745","0.021425895392894745","0.021425895392894745","0.029260409995913506","0.029260409995913506","0.029260409995913506","0.021387534216046333","0.021387534216046333","0.021387534216046333"
"2835","0.019909411668777466","0.019909411668777466","0.019909411668777466","0.020442677661776543","0.020442677661776543","0.020442677661776543","0.021314257755875587","0.021314257755875587","0.021314257755875587","0.0289745032787323","0.0289745032787323","0.0289745032787323","0.021278198808431625","0.021278198808431625","0.021278198808431625"
"2880","0.01979118585586548","0.01979118585586548","0.01979118585586548","0.020289167761802673","0.020289167761802673","0.020289167761802673","0.021216226741671562","0.021216226741671562","0.021216226741671562","0.02879672311246395","0.02879672311246395","0.02879672311246395","0.021144159138202667","0.021144159138202667","0.021144159138202667"
"2925","0.019657077267766","0.019657077267766","0.019657077267766","0.020135490223765373","0.020135490223765373","0.020135490223765373","0.02107999287545681","0.02107999287545681","0.02107999287545681","0.028580641373991966","0.028580641373991966","0.028580641373991966","0.020985232666134834","0.020985232666134834","0.020985232666134834"
"2970","0.019585540518164635","0.019585540518164635","0.019585540518164635","0.020067371428012848","0.020067371428012848","0.020067371428012848","0.020848779007792473","0.020848779007792473","0.020848779007792473","0.028370408341288567","0.028370408341288567","0.028370408341288567","0.02085704728960991","0.02085704728960991","0.02085704728960991"
"3015","0.01941467635333538","0.01941467635333538","0.01941467635333538","0.0199731532484293","0.0199731532484293","0.0199731532484293","0.020740441977977753","0.020740441977977753","0.020740441977977753","0.028177741914987564","0.028177741914987564","0.028177741914987564","0.020645592361688614","0.020645592361688614","0.020645592361688614"
"3060","0.019222816452383995","0.019222816452383995","0.019222816452383995","0.019816407933831215","0.019816407933831215","0.019816407933831215","0.020597534254193306","0.020597534254193306","0.020597534254193306","0.027908744290471077","0.027908744290471077","0.027908744290471077","0.020558012649416924","0.020558012649416924","0.020558012649416924"
"3105","0.019030887633562088","0.019030887633562088","0.019030887633562088","0.019652409479022026","0.019652409479022026","0.019652409479022026","0.020448897033929825","0.020448897033929825","0.020448897033929825","0.02757870778441429","0.02757870778441429","0.02757870778441429","0.020436033606529236","0.020436033606529236","0.020436033606529236"
"3150","0.018932482227683067","0.018932482227683067","0.018932482227683067","0.019519587978720665","0.019519587978720665","0.019519587978720665","0.020211346447467804","0.020211346447467804","0.020211346447467804","0.027292946353554726","0.027292946353554726","0.027292946353554726","0.02029946818947792","0.02029946818947792","0.02029946818947792"
"3195","0.01880725473165512","0.01880725473165512","0.01880725473165512","0.01944991946220398","0.01944991946220398","0.01944991946220398","0.02006625384092331","0.02006625384092331","0.02006625384092331","0.02703798934817314","0.02703798934817314","0.02703798934817314","0.020192906260490417","0.020192906260490417","0.020192906260490417"
"3240","0.01866820454597473","0.01866820454597473","0.01866820454597473","0.019270483404397964","0.019270483404397964","0.019270483404397964","0.019960248842835426","0.019960248842835426","0.019960248842835426","0.026938604190945625","0.026938604190945625","0.026938604190945625","0.020077120512723923","0.020077120512723923","0.020077120512723923"
"3285","0.018533192574977875","0.018533192574977875","0.018533192574977875","0.019111881032586098","0.019111881032586098","0.019111881032586098","0.01989409141242504","0.01989409141242504","0.01989409141242504","0.026824671775102615","0.026824671775102615","0.026824671775102615","0.01991514302790165","0.01991514302790165","0.01991514302790165"
"3330","0.01838850975036621","0.01838850975036621","0.01838850975036621","0.018972961232066154","0.018972961232066154","0.018972961232066154","0.01973416656255722","0.01973416656255722","0.01973416656255722","0.02663383260369301","0.02663383260369301","0.02663383260369301","0.019838890060782433","0.019838890060782433","0.019838890060782433"
"3375","0.018305126577615738","0.018305126577615738","0.018305126577615738","0.01895519718527794","0.01895519718527794","0.01895519718527794","0.019553106278181076","0.019553106278181076","0.019553106278181076","0.026418400928378105","0.026418400928378105","0.026418400928378105","0.019702157005667686","0.019702157005667686","0.019702157005667686"
"3420","0.018176795914769173","0.018176795914769173","0.018176795914769173","0.018877817317843437","0.018877817317843437","0.018877817317843437","0.019398996606469154","0.019398996606469154","0.019398996606469154","0.026336850598454475","0.026336850598454475","0.026336850598454475","0.01955384388566017","0.01955384388566017","0.01955384388566017"
"3465","0.018053852021694183","0.018053852021694183","0.018053852021694183","0.018801571801304817","0.018801571801304817","0.018801571801304817","0.01924974098801613","0.01924974098801613","0.01924974098801613","0.02622566930949688","0.02622566930949688","0.02622566930949688","0.019448380917310715","0.019448380917310715","0.019448380917310715"
"3510","0.01795496977865696","0.01795496977865696","0.01795496977865696","0.018697336316108704","0.018697336316108704","0.018697336316108704","0.019172847270965576","0.019172847270965576","0.019172847270965576","0.026091234758496284","0.026091234758496284","0.026091234758496284","0.019302843138575554","0.019302843138575554","0.019302843138575554"
"3555","0.017829665914177895","0.017829665914177895","0.017829665914177895","0.018481973558664322","0.018481973558664322","0.018481973558664322","0.019091935828328133","0.019091935828328133","0.019091935828328133","0.025924209505319595","0.025924209505319595","0.025924209505319595","0.019131498411297798","0.019131498411297798","0.019131498411297798"
"3600","0.017724527046084404","0.017724527046084404","0.017724527046084404","0.01837332360446453","0.01837332360446453","0.01837332360446453","0.018942339345812798","0.018942339345812798","0.018942339345812798","0.025841256603598595","0.025841256603598595","0.025841256603598595","0.01906133070588112","0.01906133070588112","0.01906133070588112"
"3645","0.017646778374910355","0.017646778374910355","0.017646778374910355","0.018260231241583824","0.018260231241583824","0.018260231241583824","0.018871938809752464","0.018871938809752464","0.018871938809752464","0.025782672688364983","0.025782672688364983","0.025782672688364983","0.018963821232318878","0.018963821232318878","0.018963821232318878"
"3690","0.01757817715406418","0.01757817715406418","0.01757817715406418","0.018093936145305634","0.018093936145305634","0.018093936145305634","0.018787140026688576","0.018787140026688576","0.018787140026688576","0.02562331221997738","0.02562331221997738","0.02562331221997738","0.01889217644929886","0.01889217644929886","0.01889217644929886"
"3735","0.017494630068540573","0.017494630068540573","0.017494630068540573","0.01796399988234043","0.01796399988234043","0.01796399988234043","0.01864258013665676","0.01864258013665676","0.01864258013665676","0.025484949350357056","0.025484949350357056","0.025484949350357056","0.018797431141138077","0.018797431141138077","0.018797431141138077"
"3780","0.017377151176333427","0.017377151176333427","0.017377151176333427","0.01790156401693821","0.01790156401693821","0.01790156401693821","0.018513482064008713","0.018513482064008713","0.018513482064008713","0.02538638934493065","0.02538638934493065","0.02538638934493065","0.018763860687613487","0.018763860687613487","0.018763860687613487"
"3825","0.017297271639108658","0.017297271639108658","0.017297271639108658","0.017818965017795563","0.017818965017795563","0.017818965017795563","0.01837884820997715","0.01837884820997715","0.01837884820997715","0.025297589600086212","0.025297589600086212","0.025297589600086212","0.018634360283613205","0.018634360283613205","0.018634360283613205"
"3870","0.01719644106924534","0.01719644106924534","0.01719644106924534","0.017679881304502487","0.017679881304502487","0.017679881304502487","0.018354205414652824","0.018354205414652824","0.018354205414652824","0.025226810947060585","0.025226810947060585","0.025226810947060585","0.018568191677331924","0.018568191677331924","0.018568191677331924"
"3915","0.01709609292447567","0.01709609292447567","0.01709609292447567","0.017586201429367065","0.017586201429367065","0.017586201429367065","0.01821598783135414","0.01821598783135414","0.01821598783135414","0.02513502538204193","0.02513502538204193","0.02513502538204193","0.018403420224785805","0.018403420224785805","0.018403420224785805"
"3960","0.016986694186925888","0.016986694186925888","0.016986694186925888","0.017541557550430298","0.017541557550430298","0.017541557550430298","0.018119780346751213","0.018119780346751213","0.018119780346751213","0.02508050948381424","0.02508050948381424","0.02508050948381424","0.01835900917649269","0.01835900917649269","0.01835900917649269"
"4005","0.01690850593149662","0.01690850593149662","0.01690850593149662","0.01747744344174862","0.01747744344174862","0.01747744344174862","0.018083157017827034","0.018083157017827034","0.018083157017827034","0.024986019358038902","0.024986019358038902","0.024986019358038902","0.01834852620959282","0.01834852620959282","0.01834852620959282"
"4050","0.016882652416825294","0.016882652416825294","0.016882652416825294","0.017455238848924637","0.017455238848924637","0.017455238848924637","0.018013274297118187","0.018013274297118187","0.018013274297118187","0.02500826306641102","0.02500826306641102","0.02500826306641102","0.018284842371940613","0.018284842371940613","0.018284842371940613"
"4095","0.016797218471765518","0.016797218471765518","0.016797218471765518","0.017389245331287384","0.017389245331287384","0.017389245331287384","0.01789277419447899","0.01789277419447899","0.01789277419447899","0.024875806644558907","0.024875806644558907","0.024875806644558907","0.01826477237045765","0.01826477237045765","0.01826477237045765"
"4140","0.01674654148519039","0.01674654148519039","0.01674654148519039","0.017351742833852768","0.017351742833852768","0.017351742833852768","0.01786011829972267","0.01786011829972267","0.01786011829972267","0.024760590866208076","0.024760590866208076","0.024760590866208076","0.01817740686237812","0.01817740686237812","0.01817740686237812"
"4185","0.016695281490683556","0.016695281490683556","0.016695281490683556","0.017275312915444374","0.017275312915444374","0.017275312915444374","0.017802750691771507","0.017802750691771507","0.017802750691771507","0.024688348174095154","0.024688348174095154","0.024688348174095154","0.018138736486434937","0.018138736486434937","0.018138736486434937"
"4230","0.01660994067788124","0.01660994067788124","0.01660994067788124","0.017198260873556137","0.017198260873556137","0.017198260873556137","0.017734186723828316","0.017734186723828316","0.017734186723828316","0.024639848619699478","0.024639848619699478","0.024639848619699478","0.018034493550658226","0.018034493550658226","0.018034493550658226"
"4275","0.016454320400953293","0.016454320400953293","0.016454320400953293","0.01708371378481388","0.01708371378481388","0.01708371378481388","0.017550844699144363","0.017550844699144363","0.017550844699144363","0.024573644623160362","0.024573644623160362","0.024573644623160362","0.017941253259778023","0.017941253259778023","0.017941253259778023"
