"Step","4ojp66b1-114 - val/force_mae","4ojp66b1-114 - val/force_mae__MIN","4ojp66b1-114 - val/force_mae__MAX","k0vm6p66-114 - val/force_mae","k0vm6p66-114 - val/force_mae__MIN","k0vm6p66-114 - val/force_mae__MAX","bzebif6e-113 - val/force_mae","bzebif6e-113 - val/force_mae__MIN","bzebif6e-113 - val/force_mae__MAX","lv2prrgk-112 - val/force_mae","lv2prrgk-112 - val/force_mae__MIN","lv2prrgk-112 - val/force_mae__MAX","6gk9uial-111 - val/force_mae","6gk9uial-111 - val/force_mae__MIN","6gk9uial-111 - val/force_mae__MAX"
"13635","0.011965101584792137","0.011965101584792137","0.011965101584792137","0.011951089836657047","0.011951089836657047","0.011951089836657047","0.012473506852984428","0.012473506852984428","0.012473506852984428","0.019236130639910698","0.019236130639910698","0.019236130639910698","0.013084749691188335","0.013084749691188335","0.013084749691188335"
"13680","0.01193992793560028","0.01193992793560028","0.01193992793560028","0.011924991384148598","0.011924991384148598","0.011924991384148598","0.01243902463465929","0.01243902463465929","0.01243902463465929","0.019217252731323242","0.019217252731323242","0.019217252731323242","0.01308046467602253","0.01308046467602253","0.01308046467602253"
"13725","0.011942070908844471","0.011942070908844471","0.011942070908844471","0.011900222860276699","0.011900222860276699","0.011900222860276699","0.01241766195744276","0.01241766195744276","0.01241766195744276","0.01919829472899437","0.01919829472899437","0.01919829472899437","0.013054273091256618","0.013054273091256618","0.013054273091256618"
"13770","0.011913364753127098","0.011913364753127098","0.011913364753127098","0.01186640840023756","0.01186640840023756","0.01186640840023756","0.012409676797688007","0.012409676797688007","0.012409676797688007","0.01917342096567154","0.01917342096567154","0.01917342096567154","0.01302303746342659","0.01302303746342659","0.01302303746342659"
"13815","0.011948641389608383","0.011948641389608383","0.011948641389608383","0.011895797215402126","0.011895797215402126","0.011895797215402126","0.01238003745675087","0.01238003745675087","0.01238003745675087","0.019164005294442177","0.019164005294442177","0.019164005294442177","0.012995123863220215","0.012995123863220215","0.012995123863220215"
"13860","0.01192537508904934","0.01192537508904934","0.01192537508904934","0.011904837563633919","0.011904837563633919","0.011904837563633919","0.01234850101172924","0.01234850101172924","0.01234850101172924","0.019161071628332138","0.019161071628332138","0.019161071628332138","0.0129717867821455","0.0129717867821455","0.0129717867821455"
"13905","0.011941422708332539","0.011941422708332539","0.011941422708332539","0.01187353115528822","0.01187353115528822","0.01187353115528822","0.012335441075265408","0.012335441075265408","0.012335441075265408","0.019149966537952423","0.019149966537952423","0.019149966537952423","0.012965094298124313","0.012965094298124313","0.012965094298124313"
"13950","0.0119584696367383","0.0119584696367383","0.0119584696367383","0.011816549114882946","0.011816549114882946","0.011816549114882946","0.012314108200371265","0.012314108200371265","0.012314108200371265","0.019155170768499374","0.019155170768499374","0.019155170768499374","0.012968231923878193","0.012968231923878193","0.012968231923878193"
"13995","0.011953610926866531","0.011953610926866531","0.011953610926866531","0.011826613917946815","0.011826613917946815","0.011826613917946815","0.012281817384064198","0.012281817384064198","0.012281817384064198","0.019159777089953423","0.019159777089953423","0.019159777089953423","0.012948792427778244","0.012948792427778244","0.012948792427778244"
"14040","0.011900367215275764","0.011900367215275764","0.011900367215275764","0.011834519915282726","0.011834519915282726","0.011834519915282726","0.012263056822121143","0.012263056822121143","0.012263056822121143","0.019176926463842392","0.019176926463842392","0.019176926463842392","0.012944643385708332","0.012944643385708332","0.012944643385708332"
"14085","0.011841686442494392","0.011841686442494392","0.011841686442494392","0.01182729471474886","0.01182729471474886","0.01182729471474886","0.012224442325532436","0.012224442325532436","0.012224442325532436","0.01916668191552162","0.01916668191552162","0.01916668191552162","0.012953986413776875","0.012953986413776875","0.012953986413776875"
"14130","0.011831778101623058","0.011831778101623058","0.011831778101623058","0.01182288583368063","0.01182288583368063","0.01182288583368063","0.012206059880554676","0.012206059880554676","0.012206059880554676","0.0191506315022707","0.0191506315022707","0.0191506315022707","0.012967143207788467","0.012967143207788467","0.012967143207788467"
"14175","0.011805335991084576","0.011805335991084576","0.011805335991084576","0.011822679080069065","0.011822679080069065","0.011822679080069065","0.012209274806082249","0.012209274806082249","0.012209274806082249","0.019143806770443916","0.019143806770443916","0.019143806770443916","0.012948394753038883","0.012948394753038883","0.012948394753038883"
"14220","0.011786654591560364","0.011786654591560364","0.011786654591560364","0.011820286512374878","0.011820286512374878","0.011820286512374878","0.012198508717119694","0.012198508717119694","0.012198508717119694","0.019113175570964813","0.019113175570964813","0.019113175570964813","0.012948337942361832","0.012948337942361832","0.012948337942361832"
"14265","0.011765643022954464","0.011765643022954464","0.011765643022954464","0.011784989386796951","0.011784989386796951","0.011784989386796951","0.012180729769170284","0.012180729769170284","0.012180729769170284","0.019080061465501785","0.019080061465501785","0.019080061465501785","0.012949619442224503","0.012949619442224503","0.012949619442224503"
"14310","0.011760532855987549","0.011760532855987549","0.011760532855987549","0.011773306876420975","0.011773306876420975","0.011773306876420975","0.012165326625108719","0.012165326625108719","0.012165326625108719","0.019067460671067238","0.019067460671067238","0.019067460671067238","0.01294010877609253","0.01294010877609253","0.01294010877609253"
"14355","0.011738774366676807","0.011738774366676807","0.011738774366676807","0.011739973910152912","0.011739973910152912","0.011739973910152912","0.012150664813816547","0.012150664813816547","0.012150664813816547","0.019085926935076714","0.019085926935076714","0.019085926935076714","0.012954137288033962","0.012954137288033962","0.012954137288033962"
"14400","0.011735640466213226","0.011735640466213226","0.011735640466213226","0.011709067970514297","0.011709067970514297","0.011709067970514297","0.012128982692956924","0.012128982692956924","0.012128982692956924","0.019098034128546715","0.019098034128546715","0.019098034128546715","0.01294717751443386","0.01294717751443386","0.01294717751443386"
"14445","0.011721319518983364","0.011721319518983364","0.011721319518983364","0.011727533303201199","0.011727533303201199","0.011727533303201199","0.012104777619242668","0.012104777619242668","0.012104777619242668","0.01908741518855095","0.01908741518855095","0.01908741518855095","0.012928820215165615","0.012928820215165615","0.012928820215165615"
"14490","0.01170625165104866","0.01170625165104866","0.01170625165104866","0.011738955974578857","0.011738955974578857","0.011738955974578857","0.012087343260645866","0.012087343260645866","0.012087343260645866","0.01902841590344906","0.01902841590344906","0.01902841590344906","0.012911973521113396","0.012911973521113396","0.012911973521113396"
"14535","0.011718115769326687","0.011718115769326687","0.011718115769326687","0.011758383363485336","0.011758383363485336","0.011758383363485336","0.012084132060408592","0.012084132060408592","0.012084132060408592","0.0189896821975708","0.0189896821975708","0.0189896821975708","0.012901369482278824","0.012901369482278824","0.012901369482278824"
"14580","0.011717511340975761","0.011717511340975761","0.011717511340975761","0.011783557012677193","0.011783557012677193","0.011783557012677193","0.012083536945283413","0.012083536945283413","0.012083536945283413","0.01895199902355671","0.01895199902355671","0.01895199902355671","0.012866659089922905","0.012866659089922905","0.012866659089922905"
"14625","0.011721687391400337","0.011721687391400337","0.011721687391400337","0.011759160086512566","0.011759160086512566","0.011759160086512566","0.012103414162993431","0.012103414162993431","0.012103414162993431","0.018953895196318626","0.018953895196318626","0.018953895196318626","0.012843679636716843","0.012843679636716843","0.012843679636716843"
"14670","0.011740777641534805","0.011740777641534805","0.011740777641534805","0.011731992475688457","0.011731992475688457","0.011731992475688457","0.012117275968194008","0.012117275968194008","0.012117275968194008","0.018972625955939293","0.018972625955939293","0.018972625955939293","0.01283983327448368","0.01283983327448368","0.01283983327448368"
"14715","0.011757881380617619","0.011757881380617619","0.011757881380617619","0.011690878309309483","0.011690878309309483","0.011690878309309483","0.012117356993258","0.012117356993258","0.012117356993258","0.018965505063533783","0.018965505063533783","0.018965505063533783","0.012824203819036484","0.012824203819036484","0.012824203819036484"
"14760","0.011770342476665974","0.011770342476665974","0.011770342476665974","0.011644717305898666","0.011644717305898666","0.011644717305898666","0.01209163200110197","0.01209163200110197","0.01209163200110197","0.01898646354675293","0.01898646354675293","0.01898646354675293","0.012841629795730114","0.012841629795730114","0.012841629795730114"
"14805","0.01176096685230732","0.01176096685230732","0.01176096685230732","0.01165178045630455","0.01165178045630455","0.01165178045630455","0.012093577533960342","0.012093577533960342","0.012093577533960342","0.018961790949106216","0.018961790949106216","0.018961790949106216","0.012835683301091194","0.012835683301091194","0.012835683301091194"
"14850","0.01176140084862709","0.01176140084862709","0.01176140084862709","0.011626407504081726","0.011626407504081726","0.011626407504081726","0.012107091955840588","0.012107091955840588","0.012107091955840588","0.01894640550017357","0.01894640550017357","0.01894640550017357","0.012801934964954853","0.012801934964954853","0.012801934964954853"
"14895","0.011713304556906223","0.011713304556906223","0.011713304556906223","0.011636674404144287","0.011636674404144287","0.011636674404144287","0.012099739164113998","0.012099739164113998","0.012099739164113998","0.018961109220981598","0.018961109220981598","0.018961109220981598","0.01280952524393797","0.01280952524393797","0.01280952524393797"
"14940","0.011711709201335907","0.011711709201335907","0.011711709201335907","0.011653395369648933","0.011653395369648933","0.011653395369648933","0.012100149877369404","0.012100149877369404","0.012100149877369404","0.01895436830818653","0.01895436830818653","0.01895436830818653","0.012787471525371075","0.012787471525371075","0.012787471525371075"
"14985","0.011674036271870136","0.011674036271870136","0.011674036271870136","0.011654064059257507","0.011654064059257507","0.011654064059257507","0.012081572785973549","0.012081572785973549","0.012081572785973549","0.018968308344483376","0.018968308344483376","0.018968308344483376","0.012796608731150627","0.012796608731150627","0.012796608731150627"
"15030","0.011657681316137314","0.011657681316137314","0.011657681316137314","0.011641968972980976","0.011641968972980976","0.011641968972980976","0.012065399438142776","0.012065399438142776","0.012065399438142776","0.018987571820616722","0.018987571820616722","0.018987571820616722","0.012793435715138912","0.012793435715138912","0.012793435715138912"
"15075","0.01166519708931446","0.01166519708931446","0.01166519708931446","0.01164970826357603","0.01164970826357603","0.01164970826357603","0.012057599611580372","0.012057599611580372","0.012057599611580372","0.01897510513663292","0.01897510513663292","0.01897510513663292","0.012801657430827618","0.012801657430827618","0.012801657430827618"
"15120","0.01168364379554987","0.01168364379554987","0.01168364379554987","0.011615226045250893","0.011615226045250893","0.011615226045250893","0.01205520611256361","0.01205520611256361","0.01205520611256361","0.018945524469017982","0.018945524469017982","0.018945524469017982","0.012811989523470402","0.012811989523470402","0.012811989523470402"
"15165","0.011646987870335579","0.011646987870335579","0.011646987870335579","0.01159050315618515","0.01159050315618515","0.01159050315618515","0.012057844549417496","0.012057844549417496","0.012057844549417496","0.01898070238530636","0.01898070238530636","0.01898070238530636","0.012783655896782875","0.012783655896782875","0.012783655896782875"
"15210","0.011628352105617523","0.011628352105617523","0.011628352105617523","0.011606180109083652","0.011606180109083652","0.011606180109083652","0.01205839030444622","0.01205839030444622","0.01205839030444622","0.018963539972901344","0.018963539972901344","0.018963539972901344","0.012757310643792152","0.012757310643792152","0.012757310643792152"
"15255","0.011627248488366604","0.011627248488366604","0.011627248488366604","0.011625472456216812","0.011625472456216812","0.011625472456216812","0.012016902677714825","0.012016902677714825","0.012016902677714825","0.01893819123506546","0.01893819123506546","0.01893819123506546","0.012750234454870224","0.012750234454870224","0.012750234454870224"
"15300","0.011621594429016113","0.011621594429016113","0.011621594429016113","0.011638318188488483","0.011638318188488483","0.011638318188488483","0.012036307714879513","0.012036307714879513","0.012036307714879513","0.018938511610031128","0.018938511610031128","0.018938511610031128","0.012752781622111797","0.012752781622111797","0.012752781622111797"
"15345","0.011582856066524982","0.011582856066524982","0.011582856066524982","0.011647937819361687","0.011647937819361687","0.011647937819361687","0.012051941826939583","0.012051941826939583","0.012051941826939583","0.018963105976581573","0.018963105976581573","0.018963105976581573","0.012749562971293926","0.012749562971293926","0.012749562971293926"
"15390","0.011616455391049385","0.011616455391049385","0.011616455391049385","0.011651507578790188","0.011651507578790188","0.011651507578790188","0.012042039074003696","0.012042039074003696","0.012042039074003696","0.01895304024219513","0.01895304024219513","0.01895304024219513","0.012725061737000942","0.012725061737000942","0.012725061737000942"
"15435","0.011617911048233509","0.011617911048233509","0.011617911048233509","0.01167821604758501","0.01167821604758501","0.01167821604758501","0.012011494487524033","0.012011494487524033","0.012011494487524033","0.018970424309372902","0.018970424309372902","0.018970424309372902","0.012702032923698425","0.012702032923698425","0.012702032923698425"
"15480","0.011607928201556206","0.011607928201556206","0.011607928201556206","0.011664079502224922","0.011664079502224922","0.011664079502224922","0.012023761868476868","0.012023761868476868","0.012023761868476868","0.01898018643260002","0.01898018643260002","0.01898018643260002","0.012685820460319519","0.012685820460319519","0.012685820460319519"
"15525","0.011628453619778156","0.011628453619778156","0.011628453619778156","0.011662144213914871","0.011662144213914871","0.011662144213914871","0.012052693404257298","0.012052693404257298","0.012052693404257298","0.018980039283633232","0.018980039283633232","0.018980039283633232","0.012667562812566757","0.012667562812566757","0.012667562812566757"
"15570","0.011615541763603687","0.011615541763603687","0.011615541763603687","0.01167296152561903","0.01167296152561903","0.01167296152561903","0.012039835564792156","0.012039835564792156","0.012039835564792156","0.018939631059765816","0.018939631059765816","0.018939631059765816","0.012688355520367622","0.012688355520367622","0.012688355520367622"
"15615","0.01161860954016447","0.01161860954016447","0.01161860954016447","0.011640681885182858","0.011640681885182858","0.011640681885182858","0.01206161268055439","0.01206161268055439","0.01206161268055439","0.018876295536756516","0.018876295536756516","0.018876295536756516","0.012705164030194283","0.012705164030194283","0.012705164030194283"
"15660","0.01159275509417057","0.01159275509417057","0.01159275509417057","0.011651198379695415","0.011651198379695415","0.011651198379695415","0.012049522250890732","0.012049522250890732","0.012049522250890732","0.01886039413511753","0.01886039413511753","0.01886039413511753","0.012704109773039818","0.012704109773039818","0.012704109773039818"
"15705","0.01160187367349863","0.01160187367349863","0.01160187367349863","0.011668119579553604","0.011668119579553604","0.011668119579553604","0.01204609964042902","0.01204609964042902","0.01204609964042902","0.01886281743645668","0.01886281743645668","0.01886281743645668","0.012681184336543083","0.012681184336543083","0.012681184336543083"
"15750","0.011607085354626179","0.011607085354626179","0.011607085354626179","0.01165707316249609","0.01165707316249609","0.01165707316249609","0.012027936056256294","0.012027936056256294","0.012027936056256294","0.01888461783528328","0.01888461783528328","0.01888461783528328","0.0126847168430686","0.0126847168430686","0.0126847168430686"
"15795","0.01161868590861559","0.01161868590861559","0.01161868590861559","0.011632205918431282","0.011632205918431282","0.011632205918431282","0.012003634124994278","0.012003634124994278","0.012003634124994278","0.01893041841685772","0.01893041841685772","0.01893041841685772","0.012675727717578411","0.012675727717578411","0.012675727717578411"
"15840","0.011626588180661201","0.011626588180661201","0.011626588180661201","0.011617000214755535","0.011617000214755535","0.011617000214755535","0.01199918519705534","0.01199918519705534","0.01199918519705534","0.018937844783067703","0.018937844783067703","0.018937844783067703","0.012675871141254902","0.012675871141254902","0.012675871141254902"
"15885","0.011620834469795227","0.011620834469795227","0.011620834469795227","0.011608351953327656","0.011608351953327656","0.011608351953327656","0.012002971023321152","0.012002971023321152","0.012002971023321152","0.018891502171754837","0.018891502171754837","0.018891502171754837","0.012661175802350044","0.012661175802350044","0.012661175802350044"
"15930","0.011577125638723373","0.011577125638723373","0.011577125638723373","0.011629302054643631","0.011629302054643631","0.011629302054643631","0.011994686909019947","0.011994686909019947","0.011994686909019947","0.018886080011725426","0.018886080011725426","0.018886080011725426","0.012638711370527744","0.012638711370527744","0.012638711370527744"
"15975","0.011536909267306328","0.011536909267306328","0.011536909267306328","0.011609010398387909","0.011609010398387909","0.011609010398387909","0.01197346393018961","0.01197346393018961","0.01197346393018961","0.01881723292171955","0.01881723292171955","0.01881723292171955","0.012620880268514156","0.012620880268514156","0.012620880268514156"
"16020","0.011545173823833466","0.011545173823833466","0.011545173823833466","0.011598903685808182","0.011598903685808182","0.011598903685808182","0.01200596708804369","0.01200596708804369","0.01200596708804369","0.0187737587839365","0.0187737587839365","0.0187737587839365","0.012623753398656845","0.012623753398656845","0.012623753398656845"
"16065","0.011520194821059704","0.011520194821059704","0.011520194821059704","0.011581399478018284","0.011581399478018284","0.011581399478018284","0.011977818794548512","0.011977818794548512","0.011977818794548512","0.018767956644296646","0.018767956644296646","0.018767956644296646","0.012604896910488605","0.012604896910488605","0.012604896910488605"
"16110","0.011481214314699173","0.011481214314699173","0.011481214314699173","0.011563705280423164","0.011563705280423164","0.011563705280423164","0.01194167509675026","0.01194167509675026","0.01194167509675026","0.018772181123495102","0.018772181123495102","0.018772181123495102","0.012620339170098305","0.012620339170098305","0.012620339170098305"
"16155","0.011470166966319084","0.011470166966319084","0.011470166966319084","0.011539618484675884","0.011539618484675884","0.011539618484675884","0.01194891706109047","0.01194891706109047","0.01194891706109047","0.018787389621138573","0.018787389621138573","0.018787389621138573","0.012623801827430725","0.012623801827430725","0.012623801827430725"
"16200","0.011441964656114578","0.011441964656114578","0.011441964656114578","0.011528131552040577","0.011528131552040577","0.011528131552040577","0.011922708712518215","0.011922708712518215","0.011922708712518215","0.018793564289808273","0.018793564289808273","0.018793564289808273","0.012639214284718037","0.012639214284718037","0.012639214284718037"
"16245","0.011455812491476536","0.011455812491476536","0.011455812491476536","0.011516990140080452","0.011516990140080452","0.011516990140080452","0.01193890068680048","0.01193890068680048","0.01193890068680048","0.01881585270166397","0.01881585270166397","0.01881585270166397","0.012623080983757973","0.012623080983757973","0.012623080983757973"
"16290","0.011447143740952015","0.011447143740952015","0.011447143740952015","0.01150419656187296","0.01150419656187296","0.01150419656187296","0.011944381520152092","0.011944381520152092","0.011944381520152092","0.018776392564177513","0.018776392564177513","0.018776392564177513","0.012630084529519081","0.012630084529519081","0.012630084529519081"
"16335","0.011424300260841846","0.011424300260841846","0.011424300260841846","0.011507699266076088","0.011507699266076088","0.011507699266076088","0.011937908828258514","0.011937908828258514","0.011937908828258514","0.01873883232474327","0.01873883232474327","0.01873883232474327","0.012631727382540703","0.012631727382540703","0.012631727382540703"
"16380","0.011439141817390919","0.011439141817390919","0.011439141817390919","0.011497373692691326","0.011497373692691326","0.011497373692691326","0.011927202343940735","0.011927202343940735","0.011927202343940735","0.018766220659017563","0.018766220659017563","0.018766220659017563","0.012618226930499077","0.012618226930499077","0.012618226930499077"
"16425","0.011443432420492172","0.011443432420492172","0.011443432420492172","0.01148096565157175","0.01148096565157175","0.01148096565157175","0.01190277561545372","0.01190277561545372","0.01190277561545372","0.01881127804517746","0.01881127804517746","0.01881127804517746","0.012614767998456955","0.012614767998456955","0.012614767998456955"
"16470","0.011446814052760601","0.011446814052760601","0.011446814052760601","0.0114634083583951","0.0114634083583951","0.0114634083583951","0.011903216131031513","0.011903216131031513","0.011903216131031513","0.01880456879734993","0.01880456879734993","0.01880456879734993","0.012613016180694103","0.012613016180694103","0.012613016180694103"
"16515","0.011434671469032764","0.011434671469032764","0.011434671469032764","0.011455051600933075","0.011455051600933075","0.011455051600933075","0.01187798473984003","0.01187798473984003","0.01187798473984003","0.018758829683065414","0.018758829683065414","0.018758829683065414","0.01262030191719532","0.01262030191719532","0.01262030191719532"
"16560","0.011469381861388683","0.011469381861388683","0.011469381861388683","0.011456272564828396","0.011456272564828396","0.011456272564828396","0.011856741271913052","0.011856741271913052","0.011856741271913052","0.018728991970419884","0.018728991970419884","0.018728991970419884","0.012631144374608994","0.012631144374608994","0.012631144374608994"
"16605","0.011469806544482708","0.011469806544482708","0.011469806544482708","0.011446082033216953","0.011446082033216953","0.011446082033216953","0.0118501465767622","0.0118501465767622","0.0118501465767622","0.018760114908218384","0.018760114908218384","0.018760114908218384","0.012609956786036491","0.012609956786036491","0.012609956786036491"
"16650","0.011476223357021809","0.011476223357021809","0.011476223357021809","0.011418428272008896","0.011418428272008896","0.011418428272008896","0.01181886624544859","0.01181886624544859","0.01181886624544859","0.018749915063381195","0.018749915063381195","0.018749915063381195","0.012590422295033932","0.012590422295033932","0.012590422295033932"
"16695","0.011503306217491627","0.011503306217491627","0.011503306217491627","0.011417102999985218","0.011417102999985218","0.011417102999985218","0.011822125874459743","0.011822125874459743","0.011822125874459743","0.018723053857684135","0.018723053857684135","0.018723053857684135","0.012585670687258244","0.012585670687258244","0.012585670687258244"
"16740","0.011542219668626785","0.011542219668626785","0.011542219668626785","0.011425929144024849","0.011425929144024849","0.011425929144024849","0.011805365793406963","0.011805365793406963","0.011805365793406963","0.018722448498010635","0.018722448498010635","0.018722448498010635","0.012600211426615715","0.012600211426615715","0.012600211426615715"
"16785","0.011545798741281033","0.011545798741281033","0.011545798741281033","0.01144571602344513","0.01144571602344513","0.01144571602344513","0.011805787682533264","0.011805787682533264","0.011805787682533264","0.018766101449728012","0.018766101449728012","0.018766101449728012","0.012593589723110199","0.012593589723110199","0.012593589723110199"
"16830","0.011576427146792412","0.011576427146792412","0.011576427146792412","0.011432107537984848","0.011432107537984848","0.011432107537984848","0.011807645671069622","0.011807645671069622","0.011807645671069622","0.018777472898364067","0.018777472898364067","0.018777472898364067","0.01259477250277996","0.01259477250277996","0.01259477250277996"
"16875","0.011560251004993916","0.011560251004993916","0.011560251004993916","0.011395592242479324","0.011395592242479324","0.011395592242479324","0.011779279448091984","0.011779279448091984","0.011779279448091984","0.018735654652118683","0.018735654652118683","0.018735654652118683","0.0126020647585392","0.0126020647585392","0.0126020647585392"
"16920","0.011559916660189629","0.011559916660189629","0.011559916660189629","0.011404570192098618","0.011404570192098618","0.011404570192098618","0.011780960485339165","0.011780960485339165","0.011780960485339165","0.0187386404722929","0.0187386404722929","0.0187386404722929","0.012606502510607243","0.012606502510607243","0.012606502510607243"
"16965","0.011527216993272305","0.011527216993272305","0.011527216993272305","0.011421697214245796","0.011421697214245796","0.011421697214245796","0.011756626889109612","0.011756626889109612","0.011756626889109612","0.018745316192507744","0.018745316192507744","0.018745316192507744","0.012579762376844883","0.012579762376844883","0.012579762376844883"
"17010","0.011490476317703724","0.011490476317703724","0.011490476317703724","0.011380857788026333","0.011380857788026333","0.011380857788026333","0.011721559800207615","0.011721559800207615","0.011721559800207615","0.018752891570329666","0.018752891570329666","0.018752891570329666","0.012562159448862076","0.012562159448862076","0.012562159448862076"
"17055","0.01149069145321846","0.01149069145321846","0.01149069145321846","0.011384568177163601","0.011384568177163601","0.011384568177163601","0.011715220287442207","0.011715220287442207","0.011715220287442207","0.018781600520014763","0.018781600520014763","0.018781600520014763","0.012579066678881645","0.012579066678881645","0.012579066678881645"
"17100","0.01147115882486105","0.01147115882486105","0.01147115882486105","0.011374576948583126","0.011374576948583126","0.011374576948583126","0.011696664616465569","0.011696664616465569","0.011696664616465569","0.018789220601320267","0.018789220601320267","0.018789220601320267","0.012544883415102959","0.012544883415102959","0.012544883415102959"
"17145","0.011451120488345623","0.011451120488345623","0.011451120488345623","0.01138246525079012","0.01138246525079012","0.01138246525079012","0.011711635626852512","0.011711635626852512","0.011711635626852512","0.018766816705465317","0.018766816705465317","0.018766816705465317","0.012540345080196857","0.012540345080196857","0.012540345080196857"
"17190","0.011432447470724583","0.011432447470724583","0.011432447470724583","0.011376636102795601","0.011376636102795601","0.011376636102795601","0.011738702654838562","0.011738702654838562","0.011738702654838562","0.018742021173238754","0.018742021173238754","0.018742021173238754","0.012539784424006939","0.012539784424006939","0.012539784424006939"
"17235","0.011431364342570305","0.011431364342570305","0.011431364342570305","0.011346571147441864","0.011346571147441864","0.011346571147441864","0.011766810901463032","0.011766810901463032","0.011766810901463032","0.018745385110378265","0.018745385110378265","0.018745385110378265","0.012552169151604176","0.012552169151604176","0.012552169151604176"
"17280","0.011428441852331161","0.011428441852331161","0.011428441852331161","0.011354323476552963","0.011354323476552963","0.011354323476552963","0.011784272268414497","0.011784272268414497","0.011784272268414497","0.018743811175227165","0.018743811175227165","0.018743811175227165","0.012547268532216549","0.012547268532216549","0.012547268532216549"
"17325","0.011429352685809135","0.011429352685809135","0.011429352685809135","0.011370323598384857","0.011370323598384857","0.011370323598384857","0.011798241175711155","0.011798241175711155","0.011798241175711155","0.018742531538009644","0.018742531538009644","0.018742531538009644","0.012536446563899517","0.012536446563899517","0.012536446563899517"
"17370","0.011407381854951382","0.011407381854951382","0.011407381854951382","0.011370743624866009","0.011370743624866009","0.011370743624866009","0.011776864528656006","0.011776864528656006","0.011776864528656006","0.018708176910877228","0.018708176910877228","0.018708176910877228","0.012542631477117538","0.012542631477117538","0.012542631477117538"
"17415","0.01138135977089405","0.01138135977089405","0.01138135977089405","0.01136326789855957","0.01136326789855957","0.01136326789855957","0.011758968234062195","0.011758968234062195","0.011758968234062195","0.01869908533990383","0.01869908533990383","0.01869908533990383","0.012547650374472141","0.012547650374472141","0.012547650374472141"
"17460","0.011399781331419945","0.011399781331419945","0.011399781331419945","0.011361620388925076","0.011361620388925076","0.011361620388925076","0.01174455601722002","0.01174455601722002","0.01174455601722002","0.01865915209054947","0.01865915209054947","0.01865915209054947","0.012538818642497063","0.012538818642497063","0.012538818642497063"
"17505","0.011356988921761513","0.011356988921761513","0.011356988921761513","0.011370212770998478","0.011370212770998478","0.011370212770998478","0.01175767369568348","0.01175767369568348","0.01175767369568348","0.018657907843589783","0.018657907843589783","0.018657907843589783","0.012552577070891857","0.012552577070891857","0.012552577070891857"
"17550","0.01133478619158268","0.01133478619158268","0.01133478619158268","0.011384306475520134","0.011384306475520134","0.011384306475520134","0.011716746725142002","0.011716746725142002","0.011716746725142002","0.01865057833492756","0.01865057833492756","0.01865057833492756","0.0125756049528718","0.0125756049528718","0.0125756049528718"
"17595","0.01132890209555626","0.01132890209555626","0.01132890209555626","0.01133683044463396","0.01133683044463396","0.01133683044463396","0.011713176965713501","0.011713176965713501","0.011713176965713501","0.01868370920419693","0.01868370920419693","0.01868370920419693","0.012580642476677895","0.012580642476677895","0.012580642476677895"
"17640","0.01134977675974369","0.01134977675974369","0.01134977675974369","0.011314074508845806","0.011314074508845806","0.011314074508845806","0.011740537360310555","0.011740537360310555","0.011740537360310555","0.018694685772061348","0.018694685772061348","0.018694685772061348","0.012542287819087505","0.012542287819087505","0.012542287819087505"
"17685","0.011327113024890423","0.011327113024890423","0.011327113024890423","0.011322485283017159","0.011322485283017159","0.011322485283017159","0.011718541383743286","0.011718541383743286","0.011718541383743286","0.018661897629499435","0.018661897629499435","0.018661897629499435","0.012507732957601547","0.012507732957601547","0.012507732957601547"
"17730","0.011373274028301239","0.011373274028301239","0.011373274028301239","0.011295785196125507","0.011295785196125507","0.011295785196125507","0.011689570732414722","0.011689570732414722","0.011689570732414722","0.01863318681716919","0.01863318681716919","0.01863318681716919","0.012465106323361397","0.012465106323361397","0.012465106323361397"
"17775","0.011368623934686184","0.011368623934686184","0.011368623934686184","0.011273526586592197","0.011273526586592197","0.011273526586592197","0.011704811826348305","0.011704811826348305","0.011704811826348305","0.018607402220368385","0.018607402220368385","0.018607402220368385","0.012447302229702473","0.012447302229702473","0.012447302229702473"
"17820","0.011394336819648743","0.011394336819648743","0.011394336819648743","0.011256156489253044","0.011256156489253044","0.011256156489253044","0.011675824411213398","0.011675824411213398","0.011675824411213398","0.018575329333543777","0.018575329333543777","0.018575329333543777","0.0124408770352602","0.0124408770352602","0.0124408770352602"
"17865","0.01138111762702465","0.01138111762702465","0.01138111762702465","0.011238828301429749","0.011238828301429749","0.011238828301429749","0.011652053333818913","0.011652053333818913","0.011652053333818913","0.018569886684417725","0.018569886684417725","0.018569886684417725","0.012461259961128235","0.012461259961128235","0.012461259961128235"
"17910","0.011386916041374207","0.011386916041374207","0.011386916041374207","0.011221460998058319","0.011221460998058319","0.011221460998058319","0.011667138896882534","0.011667138896882534","0.011667138896882534","0.018552562221884727","0.018552562221884727","0.018552562221884727","0.012469642795622349","0.012469642795622349","0.012469642795622349"
"17955","0.01140539813786745","0.01140539813786745","0.01140539813786745","0.011237719096243382","0.011237719096243382","0.011237719096243382","0.011690391227602959","0.011690391227602959","0.011690391227602959","0.01853899471461773","0.01853899471461773","0.01853899471461773","0.01244320161640644","0.01244320161640644","0.01244320161640644"
