"Step","4ojp66b1-114 - val/energy_mae_per_atom","4ojp66b1-114 - val/energy_mae_per_atom__MIN","4ojp66b1-114 - val/energy_mae_per_atom__MAX","k0vm6p66-114 - val/energy_mae_per_atom","k0vm6p66-114 - val/energy_mae_per_atom__MIN","k0vm6p66-114 - val/energy_mae_per_atom__MAX","bzebif6e-113 - val/energy_mae_per_atom","bzebif6e-113 - val/energy_mae_per_atom__MIN","bzebif6e-113 - val/energy_mae_per_atom__MAX","lv2prrgk-112 - val/energy_mae_per_atom","lv2prrgk-112 - val/energy_mae_per_atom__MIN","lv2prrgk-112 - val/energy_mae_per_atom__MAX","6gk9uial-111 - val/energy_mae_per_atom","6gk9uial-111 - val/energy_mae_per_atom__MIN","6gk9uial-111 - val/energy_mae_per_atom__MAX"
"765","0.004128417931497097","0.004128417931497097","0.004128417931497097","0.0038159179966896772","0.0038159179966896772","0.0038159179966896772","0.22367431223392487","0.22367431223392487","0.22367431223392487","0.0020190428476780653","0.0020190428476780653","0.0020190428476780653","0.0031750488560646772","0.0031750488560646772","0.0031750488560646772"
"810","0.0036462401039898396","0.0036462401039898396","0.0036462401039898396","0.0030395507346838713","0.0030395507346838713","0.0030395507346838713","0.22486938536167145","0.22486938536167145","0.22486938536167145","0.0020654296968132257","0.0020654296968132257","0.0020654296968132257","0.001751708914525807","0.001751708914525807","0.001751708914525807"
"855","0.0030004882719367743","0.0030004882719367743","0.0030004882719367743","0.0031311034690588713","0.0031311034690588713","0.0031311034690588713","0.2257409691810608","0.2257409691810608","0.2257409691810608","0.0021240233909338713","0.0021240233909338713","0.0021240233909338713","0.0033752440940588713","0.0033752440940588713","0.0033752440940588713"
"900","0.002283935435116291","0.002283935435116291","0.002283935435116291","0.0017199707217514515","0.0017199707217514515","0.0017199707217514515","0.22053100168704987","0.22053100168704987","0.22053100168704987","0.0017907714936882257","0.0017907714936882257","0.0017907714936882257","0.0026135253719985485","0.0026135253719985485","0.0026135253719985485"
"945","0.0025170897133648396","0.0025170897133648396","0.0025170897133648396","0.0015856933314353228","0.0015856933314353228","0.0015856933314353228","0.22101683914661407","0.22101683914661407","0.22101683914661407","0.0013330078218132257","0.0013330078218132257","0.0013330078218132257","0.003298339666798711","0.003298339666798711","0.003298339666798711"
"990","0.0027001951821148396","0.0027001951821148396","0.0027001951821148396","0.002327880822122097","0.002327880822122097","0.002327880822122097","0.22609496116638184","0.22609496116638184","0.22609496116638184","0.001268310472369194","0.001268310472369194","0.001268310472369194","0.0015087890205904841","0.0015087890205904841","0.0015087890205904841"
"1035","0.0026684568729251623","0.0026684568729251623","0.0026684568729251623","0.0032006835099309683","0.0032006835099309683","0.0032006835099309683","0.22658202052116394","0.22658202052116394","0.22658202052116394","0.0014111327473074198","0.0014111327473074198","0.0014111327473074198","0.0031933593563735485","0.0031933593563735485","0.0031933593563735485"
"1080","0.002266845665872097","0.002266845665872097","0.002266845665872097","0.002436523325741291","0.002436523325741291","0.002436523325741291","0.23060180246829987","0.23060180246829987","0.23060180246829987","0.0014440917875617743","0.0014440917875617743","0.0014440917875617743","0.0033020018599927425","0.0033020018599927425","0.0033020018599927425"
"1125","0.0020214843098074198","0.0020214843098074198","0.0020214843098074198","0.0022705078590661287","0.0022705078590661287","0.0022705078590661287","0.23169799149036407","0.23169799149036407","0.23169799149036407","0.001298828050494194","0.001298828050494194","0.001298828050494194","0.0023400878999382257","0.0023400878999382257","0.0023400878999382257"
"1170","0.0018518066499382257","0.0018518066499382257","0.0018518066499382257","0.0013281250139698386","0.0013281250139698386","0.0013281250139698386","0.23284056782722473","0.23284056782722473","0.23284056782722473","0.0012365722795948386","0.0012365722795948386","0.0012365722795948386","0.0014709472889080644","0.0014709472889080644","0.0014709472889080644"
"1215","0.0020520018879324198","0.0020520018879324198","0.0020520018879324198","0.0012463378952816129","0.0012463378952816129","0.0012463378952816129","0.23178954422473907","0.23178954422473907","0.23178954422473907","0.0011999511625617743","0.0011999511625617743","0.0011999511625617743","0.0008569335914216936","0.0008569335914216936","0.0008569335914216936"
"1260","0.0018579100724309683","0.0018579100724309683","0.0018579100724309683","0.0013928222469985485","0.0013928222469985485","0.0013928222469985485","0.23316405713558197","0.23316405713558197","0.23316405713558197","0.0010827636579051614","0.0010827636579051614","0.0010827636579051614","0.0007946777041070163","0.0007946777041070163","0.0007946777041070163"
"1305","0.0015783690614625812","0.0015783690614625812","0.0015783690614625812","0.0014062499394640326","0.0014062499394640326","0.0014062499394640326","0.23652099072933197","0.23652099072933197","0.23652099072933197","0.0009643554221838713","0.0009643554221838713","0.0009643554221838713","0.0008947753813117743","0.0008947753813117743","0.0008947753813117743"
"1350","0.0011474608909338713","0.0011474608909338713","0.0011474608909338713","0.0010729980422183871","0.0010729980422183871","0.0010729980422183871","0.2388891577720642","0.2388891577720642","0.2388891577720642","0.0008532714564353228","0.0008532714564353228","0.0008532714564353228","0.0008996581891551614","0.0008996581891551614","0.0008996581891551614"
"1395","0.001085205003619194","0.001085205003619194","0.001085205003619194","0.001019287039525807","0.001019287039525807","0.001019287039525807","0.24185790121555328","0.24185790121555328","0.24185790121555328","0.00079345703125","0.00079345703125","0.00079345703125","0.0006701659876853228","0.0006701659876853228","0.0006701659876853228"
"1440","0.00103759765625","0.00103759765625","0.00103759765625","0.0009802245767787099","0.0009802245767787099","0.0009802245767787099","0.24174682796001434","0.24174682796001434","0.24174682796001434","0.0008386230329051614","0.0008386230329051614","0.0008386230329051614","0.0007873534923419356","0.0007873534923419356","0.0007873534923419356"
"1485","0.0009631347493268549","0.0009631347493268549","0.0009631347493268549","0.0007995605119504035","0.0007995605119504035","0.0007995605119504035","0.24226927757263184","0.24226927757263184","0.24226927757263184","0.0008813476306386292","0.0008813476306386292","0.0008813476306386292","0.0010107421549037099","0.0010107421549037099","0.0010107421549037099"
"1530","0.0011242675827816129","0.0011242675827816129","0.0011242675827816129","0.000740966759622097","0.000740966759622097","0.000740966759622097","0.24448607861995697","0.24448607861995697","0.24448607861995697","0.0009777832310646772","0.0009777832310646772","0.0009777832310646772","0.0010083008091896772","0.0010083008091896772","0.0010083008091896772"
"1575","0.0010290526552125812","0.0010290526552125812","0.0010290526552125812","0.0006848144112154841","0.0006848144112154841","0.0006848144112154841","0.2451440393924713","0.2451440393924713","0.2451440393924713","0.0009497069986537099","0.0009497069986537099","0.0009497069986537099","0.0008374023018404841","0.0008374023018404841","0.0008374023018404841"
"1620","0.0010595702333375812","0.0010595702333375812","0.0010595702333375812","0.0006298827938735485","0.0006298827938735485","0.0006298827938735485","0.24576781690120697","0.24576781690120697","0.24576781690120697","0.0007434081635437906","0.0007434081635437906","0.0007434081635437906","0.0007287597400136292","0.0007287597400136292","0.0007287597400136292"
"1665","0.0010607909644022584","0.0010607909644022584","0.0010607909644022584","0.0006567382952198386","0.0006567382952198386","0.0006567382952198386","0.24575194716453552","0.24575194716453552","0.24575194716453552","0.0006396484095603228","0.0006396484095603228","0.0006396484095603228","0.000762939453125","0.000762939453125","0.000762939453125"
"1710","0.0011145019670948386","0.0011145019670948386","0.0011145019670948386","0.0006140136392787099","0.0006140136392787099","0.0006140136392787099","0.2471337765455246","0.2471337765455246","0.2471337765455246","0.0005981445428915322","0.0005981445428915322","0.0005981445428915322","0.000579833984375","0.000579833984375","0.000579833984375"
"1755","0.0009729003650136292","0.0009729003650136292","0.0009729003650136292","0.0006372070056386292","0.0006372070056386292","0.0006372070056386292","0.24706420302391052","0.24706420302391052","0.24706420302391052","0.0005517578101716936","0.0005517578101716936","0.0005517578101716936","0.0006469726213254035","0.0006469726213254035","0.0006469726213254035"
"1800","0.0008740234188735485","0.0008740234188735485","0.0008740234188735485","0.0005993652157485485","0.0005993652157485485","0.0005993652157485485","0.24583129584789276","0.24583129584789276","0.24583129584789276","0.0005664062337018549","0.0005664062337018549","0.0005664062337018549","0.0005700683686882257","0.0005700683686882257","0.0005700683686882257"
"1845","0.0008410644368268549","0.0008410644368268549","0.0008410644368268549","0.0005761718493886292","0.0005761718493886292","0.0005761718493886292","0.2464282214641571","0.2464282214641571","0.2464282214641571","0.0006359863327816129","0.0006359863327816129","0.0006359863327816129","0.0009326171712018549","0.0009326171712018549","0.0009326171712018549"
"1890","0.0007556152413599193","0.0007556152413599193","0.0007556152413599193","0.0005383300594985485","0.0005383300594985485","0.0005383300594985485","0.24578002095222473","0.24578002095222473","0.24578002095222473","0.0006262207170948386","0.0006262207170948386","0.0006262207170948386","0.0009826660389080644","0.0009826660389080644","0.0009826660389080644"
"1935","0.000802001915872097","0.000802001915872097","0.000802001915872097","0.0005371093866415322","0.0005371093866415322","0.0005371093866415322","0.24611204862594604","0.24611204862594604","0.24611204862594604","0.0006164550432004035","0.0006164550432004035","0.0006164550432004035","0.001085205003619194","0.001085205003619194","0.001085205003619194"
"1980","0.0007739257416687906","0.0007739257416687906","0.0007739257416687906","0.0005615234258584678","0.0005615234258584678","0.0005615234258584678","0.24586425721645355","0.24586425721645355","0.24586425721645355","0.0005749511765316129","0.0005749511765316129","0.0005749511765316129","0.0010339355794712901","0.0010339355794712901","0.0010339355794712901"
"2025","0.0008642578031867743","0.0008642578031867743","0.0008642578031867743","0.0005810546572320163","0.0005810546572320163","0.0005810546572320163","0.2467333972454071","0.2467333972454071","0.2467333972454071","0.0006176757742650807","0.0006176757742650807","0.0006176757742650807","0.0005261230398900807","0.0005261230398900807","0.0005261230398900807"
"2070","0.0010302733862772584","0.0010302733862772584","0.0010302733862772584","0.0008496093796566129","0.0008496093796566129","0.0008496093796566129","0.24669799208641052","0.24669799208641052","0.24669799208641052","0.0005407714634202421","0.0005407714634202421","0.0005407714634202421","0.0005566406180150807","0.0005566406180150807","0.0005566406180150807"
"2115","0.001176757737994194","0.001176757737994194","0.001176757737994194","0.0008581542642787099","0.0008581542642787099","0.0008581542642787099","0.2471325695514679","0.2471325695514679","0.2471325695514679","0.0004785156052093953","0.0004785156052093953","0.0004785156052093953","0.0008483886485919356","0.0008483886485919356","0.0008483886485919356"
"2160","0.001220703125","0.001220703125","0.001220703125","0.0007763671455904841","0.0007763671455904841","0.0007763671455904841","0.24616698920726776","0.24616698920726776","0.24616698920726776","0.00047973630717024207","0.00047973630717024207","0.00047973630717024207","0.0005725097726099193","0.0005725097726099193","0.0005725097726099193"
"2205","0.0011730956612154841","0.0011730956612154841","0.0011730956612154841","0.0005786132533103228","0.0005786132533103228","0.0005786132533103228","0.24687865376472473","0.24687865376472473","0.24687865376472473","0.0005065918085165322","0.0005065918085165322","0.0005065918085165322","0.00045532226795330644","0.00045532226795330644","0.00045532226795330644"
"2250","0.0010449218098074198","0.0010449218098074198","0.0010449218098074198","0.0005725097726099193","0.0005725097726099193","0.0005725097726099193","0.24837523698806763","0.24837523698806763","0.24837523698806763","0.0005114746163599193","0.0005114746163599193","0.0005114746163599193","0.0006225585821084678","0.0006225585821084678","0.0006225585821084678"
"2295","0.001019287039525807","0.001019287039525807","0.001019287039525807","0.0004870605480391532","0.0004870605480391532","0.0004870605480391532","0.2485925257205963","0.2485925257205963","0.2485925257205963","0.0005261230398900807","0.0005261230398900807","0.0005261230398900807","0.0007556152413599193","0.0007556152413599193","0.0007556152413599193"
"2340","0.0009374999790452421","0.0009374999790452421","0.0009374999790452421","0.00048461914411745965","0.00048461914411745965","0.00048461914411745965","0.24883300065994263","0.24883300065994263","0.24883300065994263","0.0005603026947937906","0.0005603026947937906","0.0005603026947937906","0.0008886718424037099","0.0008886718424037099","0.0008886718424037099"
"2385","0.0008996581891551614","0.0008996581891551614","0.0008996581891551614","0.0004638671816792339","0.0004638671816792339","0.0004638671816792339","0.24900390207767487","0.24900390207767487","0.24900390207767487","0.0005712890415452421","0.0005712890415452421","0.0005712890415452421","0.001434326171875","0.001434326171875","0.001434326171875"
"2430","0.0008898925734683871","0.0008898925734683871","0.0008898925734683871","0.0005444335984066129","0.0005444335984066129","0.0005444335984066129","0.248291015625","0.248291015625","0.248291015625","0.0005432128673419356","0.0005432128673419356","0.0005432128673419356","0.0012182616628706455","0.0012182616628706455","0.0012182616628706455"
"2475","0.0008911132463254035","0.0008911132463254035","0.0008911132463254035","0.000557861290872097","0.000557861290872097","0.000557861290872097","0.24689696729183197","0.24689696729183197","0.24689696729183197","0.0004833984130527824","0.0004833984130527824","0.0004833984130527824","0.0009216308244504035","0.0009216308244504035","0.0009216308244504035"
"2520","0.0006738281226716936","0.0006738281226716936","0.0006738281226716936","0.0004980468656867743","0.0004980468656867743","0.0004980468656867743","0.24775023758411407","0.24775023758411407","0.24775023758411407","0.0004650878836400807","0.0004650878836400807","0.0004650878836400807","0.0005981445428915322","0.0005981445428915322","0.0005981445428915322"
"2565","0.0005346679827198386","0.0005346679827198386","0.0005346679827198386","0.00048828125","0.00048828125","0.00048828125","0.24821655452251434","0.24821655452251434","0.24821655452251434","0.0004626464797183871","0.0004626464797183871","0.0004626464797183871","0.0009326171712018549","0.0009326171712018549","0.0009326171712018549"
"2610","0.0005541992140933871","0.0005541992140933871","0.0005541992140933871","0.0005163574242033064","0.0005163574242033064","0.0005163574242033064","0.24870117008686066","0.24870117008686066","0.24870117008686066","0.0004528808349277824","0.0004528808349277824","0.0004528808349277824","0.0010510253487154841","0.0010510253487154841","0.0010510253487154841"
"2655","0.00048217771109193563","0.00048217771109193563","0.00048217771109193563","0.0004528808349277824","0.0004528808349277824","0.0004528808349277824","0.24915771186351776","0.24915771186351776","0.24915771186351776","0.00045410156599245965","0.00045410156599245965","0.00045410156599245965","0.0006860351422801614","0.0006860351422801614","0.0006860351422801614"
"2700","0.0004638671816792339","0.0004638671816792339","0.0004638671816792339","0.00046630858560092747","0.00046630858560092747","0.00046630858560092747","0.2488452047109604","0.2488452047109604","0.2488452047109604","0.00043823241139762104","0.00043823241139762104","0.00043823241139762104","0.0005627441569231451","0.0005627441569231451","0.0005627441569231451"
"2745","0.00048217771109193563","0.00048217771109193563","0.00048217771109193563","0.00046874998952262104","0.00046874998952262104","0.00046874998952262104","0.2477770894765854","0.2477770894765854","0.2477770894765854","0.00048095700913108885","0.00048095700913108885","0.00048095700913108885","0.0006787109305150807","0.0006787109305150807","0.0006787109305150807"
"2790","0.0004333496035542339","0.0004333496035542339","0.0004333496035542339","0.00043090819963254035","0.00043090819963254035","0.00043090819963254035","0.2482592761516571","0.2482592761516571","0.2482592761516571","0.0005419921944849193","0.0005419921944849193","0.0005419921944849193","0.0005700683686882257","0.0005700683686882257","0.0005700683686882257"
"2835","0.00043090819963254035","0.00043090819963254035","0.00043090819963254035","0.0004113769391551614","0.0004113769391551614","0.0004113769391551614","0.24864500761032104","0.24864500761032104","0.24864500761032104","0.0005310058477334678","0.0005310058477334678","0.0005310058477334678","0.0004943847307004035","0.0004943847307004035","0.0004943847307004035"
"2880","0.0003479003789834678","0.0003479003789834678","0.0003479003789834678","0.00041870115092024207","0.00041870115092024207","0.00041870115092024207","0.24910277128219604","0.24910277128219604","0.24910277128219604","0.0004394531133584678","0.0004394531133584678","0.0004394531133584678","0.0005371093866415322","0.0005371093866415322","0.0005371093866415322"
"2925","0.0003564452927093953","0.0003564452927093953","0.0003564452927093953","0.00041381834307685494","0.00041381834307685494","0.00041381834307685494","0.2490832507610321","0.2490832507610321","0.2490832507610321","0.0004406738153193146","0.0004406738153193146","0.0004406738153193146","0.00048583984607830644","0.00048583984607830644","0.00048583984607830644"
"2970","0.0003491210809443146","0.0003491210809443146","0.0003491210809443146","0.00040527342935092747","0.00040527342935092747","0.00040527342935092747","0.24851806461811066","0.24851806461811066","0.24851806461811066","0.0004321289015933871","0.0004321289015933871","0.0004321289015933871","0.00046752928756177425","0.00046752928756177425","0.00046752928756177425"
"3015","0.00034545897506177425","0.00034545897506177425","0.00034545897506177425","0.000396728515625","0.000396728515625","0.000396728515625","0.24876342713832855","0.24876342713832855","0.24876342713832855","0.0004016113234683871","0.0004016113234683871","0.0004016113234683871","0.0005944824079051614","0.0005944824079051614","0.0005944824079051614"
"3060","0.0003344726574141532","0.0003344726574141532","0.0003344726574141532","0.00038208006299100816","0.00038208006299100816","0.00038208006299100816","0.2483264058828354","0.2483264058828354","0.2483264058828354","0.00042480468982830644","0.00042480468982830644","0.00042480468982830644","0.0004345703055150807","0.0004345703055150807","0.0004345703055150807"
"3105","0.0003186035028193146","0.0003186035028193146","0.0003186035028193146","0.00039306640974245965","0.00039306640974245965","0.00039306640974245965","0.2476782202720642","0.2476782202720642","0.2476782202720642","0.00036376953357830644","0.00036376953357830644","0.00036376953357830644","0.0004455566231627017","0.0004455566231627017","0.0004455566231627017"
"3150","0.0003039550792891532","0.0003039550792891532","0.0003039550792891532","0.0005102538852952421","0.0005102538852952421","0.0005102538852952421","0.2464282214641571","0.2464282214641571","0.2464282214641571","0.0003808593610301614","0.0003808593610301614","0.0003808593610301614","0.00040527342935092747","0.00040527342935092747","0.00040527342935092747"
"3195","0.00030151367536745965","0.00030151367536745965","0.00030151367536745965","0.00040039062150754035","0.00040039062150754035","0.00040039062150754035","0.24620117247104645","0.24620117247104645","0.24620117247104645","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146","0.0004724120954051614","0.0004724120954051614","0.0004724120954051614"
"3240","0.00031372069497592747","0.00031372069497592747","0.00031372069497592747","0.00045410156599245965","0.00045410156599245965","0.00045410156599245965","0.24589233100414276","0.24589233100414276","0.24589233100414276","0.000396728515625","0.000396728515625","0.000396728515625","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146"
"3285","0.00032104490674100816","0.00032104490674100816","0.00032104490674100816","0.0004260253917891532","0.0004260253917891532","0.0004260253917891532","0.2464257776737213","0.2464257776737213","0.2464257776737213","0.0003295898495707661","0.0003295898495707661","0.0003295898495707661","0.0003491210809443146","0.0003491210809443146","0.0003491210809443146"
"3330","0.00032714841654524207","0.00032714841654524207","0.00032714841654524207","0.00036987304338254035","0.00036987304338254035","0.00036987304338254035","0.24616210162639618","0.24616210162639618","0.24616210162639618","0.00032104490674100816","0.00032104490674100816","0.00032104490674100816","0.0003503417829051614","0.0003503417829051614","0.0003503417829051614"
"3375","0.0003369140613358468","0.0003369140613358468","0.0003369140613358468","0.0003405761672183871","0.0003405761672183871","0.0003405761672183871","0.2450537085533142","0.2450537085533142","0.2450537085533142","0.00036376953357830644","0.00036376953357830644","0.00036376953357830644","0.0005297851166687906","0.0005297851166687906","0.0005297851166687906"
"3420","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146","0.00035278318682685494","0.00035278318682685494","0.00035278318682685494","0.24493408203125","0.24493408203125","0.24493408203125","0.0003601074276957661","0.0003601074276957661","0.0003601074276957661","0.00039428711170330644","0.00039428711170330644","0.00039428711170330644"
"3465","0.00036376953357830644","0.00036376953357830644","0.00036376953357830644","0.0005053710774518549","0.0005053710774518549","0.0005053710774518549","0.2446276843547821","0.2446276843547821","0.2446276843547821","0.00040527342935092747","0.00040527342935092747","0.00040527342935092747","0.0003784179571084678","0.0003784179571084678","0.0003784179571084678"
"3510","0.0003405761672183871","0.0003405761672183871","0.0003405761672183871","0.00042724609375","0.00042724609375","0.00042724609375","0.24473632872104645","0.24473632872104645","0.24473632872104645","0.00036254883161745965","0.00036254883161745965","0.00036254883161745965","0.0003784179571084678","0.0003784179571084678","0.0003784179571084678"
"3555","0.0003124999930150807","0.0003124999930150807","0.0003124999930150807","0.00040527342935092747","0.00040527342935092747","0.00040527342935092747","0.2439001351594925","0.2439001351594925","0.2439001351594925","0.0003552245907485485","0.0003552245907485485","0.0003552245907485485","0.0003857421688735485","0.0003857421688735485","0.0003857421688735485"
"3600","0.0003283691476099193","0.0003283691476099193","0.0003283691476099193","0.00035278318682685494","0.00035278318682685494","0.00035278318682685494","0.2434399425983429","0.2434399425983429","0.2434399425983429","0.00036865234142169356","0.00036865234142169356","0.00036865234142169356","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146"
"3645","0.0002880859246943146","0.0002880859246943146","0.0002880859246943146","0.00033325195545330644","0.00033325195545330644","0.00033325195545330644","0.24185790121555328","0.24185790121555328","0.24185790121555328","0.0004016113234683871","0.0004016113234683871","0.0004016113234683871","0.00039916991954669356","0.00039916991954669356","0.00039916991954669356"
"3690","0.00029052732861600816","0.00029052732861600816","0.00029052732861600816","0.00033203125349245965","0.00033203125349245965","0.00033203125349245965","0.241973876953125","0.241973876953125","0.241973876953125","0.0004394531133584678","0.0004394531133584678","0.0004394531133584678","0.0005175780970603228","0.0005175780970603228","0.0005175780970603228"
"3735","0.0002954101364593953","0.0002954101364593953","0.0002954101364593953","0.0004089355352334678","0.0004089355352334678","0.0004089355352334678","0.2416064441204071","0.2416064441204071","0.2416064441204071","0.0004101562371943146","0.0004101562371943146","0.0004101562371943146","0.0006823730072937906","0.0006823730072937906","0.0006823730072937906"
"3780","0.0002929687325377017","0.0002929687325377017","0.0002929687325377017","0.0004150390450377017","0.0004150390450377017","0.0004150390450377017","0.24187499284744263","0.24187499284744263","0.24187499284744263","0.0004650878836400807","0.0004650878836400807","0.0004650878836400807","0.00030517578125","0.00030517578125","0.00030517578125"
"3825","0.0003063964832108468","0.0003063964832108468","0.0003063964832108468","0.0004785156052093953","0.0004785156052093953","0.0004785156052093953","0.24129760265350342","0.24129760265350342","0.24129760265350342","0.0004870605771429837","0.0004870605771429837","0.0004870605771429837","0.0003112792910542339","0.0003112792910542339","0.0003112792910542339"
"3870","0.0002868652227334678","0.0002868652227334678","0.0002868652227334678","0.0003979492175858468","0.0003979492175858468","0.0003979492175858468","0.24030883610248566","0.24030883610248566","0.24030883610248566","0.0004760742012877017","0.0004760742012877017","0.0004760742012877017","0.0005322265787981451","0.0005322265787981451","0.0005322265787981451"
"3915","0.0002893066266551614","0.0002893066266551614","0.0002893066266551614","0.0003735351492650807","0.0003735351492650807","0.0003735351492650807","0.24030883610248566","0.24030883610248566","0.24030883610248566","0.0004016113234683871","0.0004016113234683871","0.0004016113234683871","0.0004418945172801614","0.0004418945172801614","0.0004418945172801614"
"3960","0.0002758789050858468","0.0002758789050858468","0.0002758789050858468","0.0003295898495707661","0.0003295898495707661","0.0003295898495707661","0.23903807997703552","0.23903807997703552","0.23903807997703552","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146","0.00041259764111600816","0.00041259764111600816","0.00041259764111600816"
