"Step","8cpbv0o1-119 - val/energy_mae_per_atom","8cpbv0o1-119 - val/energy_mae_per_atom__MIN","8cpbv0o1-119 - val/energy_mae_per_atom__MAX","llroik6o-118 - val/energy_mae_per_atom","llroik6o-118 - val/energy_mae_per_atom__MIN","llroik6o-118 - val/energy_mae_per_atom__MAX","jsek6sl2-116 - val/energy_mae_per_atom","jsek6sl2-116 - val/energy_mae_per_atom__MIN","jsek6sl2-116 - val/energy_mae_per_atom__MAX","lcfwx2ma-116 - val/energy_mae_per_atom","lcfwx2ma-116 - val/energy_mae_per_atom__MIN","lcfwx2ma-116 - val/energy_mae_per_atom__MAX","4ojp66b1-114 - val/energy_mae_per_atom","4ojp66b1-114 - val/energy_mae_per_atom__MIN","4ojp66b1-114 - val/energy_mae_per_atom__MAX","6gk9uial-111 - val/energy_mae_per_atom","6gk9uial-111 - val/energy_mae_per_atom__MIN","6gk9uial-111 - val/energy_mae_per_atom__MAX"
"495","0.0013964843237772584","0.0013964843237772584","0.0013964843237772584","0.004995116963982582","0.004995116963982582","0.004995116963982582","0.0012841796269640326","0.0012841796269640326","0.0012841796269640326","0.004654540680348873","0.004654540680348873","0.004654540680348873","0.0024536133278161287","0.0024536133278161287","0.0024536133278161287","0.005867919884622097","0.005867919884622097","0.005867919884622097"
"540","0.0024340818636119366","0.0024340818636119366","0.0024340818636119366","0.005771484225988388","0.005771484225988388","0.005771484225988388","0.0010937500046566129","0.0010937500046566129","0.0010937500046566129","0.004729003645479679","0.004729003645479679","0.004729003645479679","0.0021191404666751623","0.0021191404666751623","0.0021191404666751623","0.003312988206744194","0.003312988206744194","0.003312988206744194"
"585","0.001690673758275807","0.001690673758275807","0.001690673758275807","0.006378173828125","0.006378173828125","0.006378173828125","0.0012402343563735485","0.0012402343563735485","0.0012402343563735485","0.004364013671875","0.004364013671875","0.004364013671875","0.0025134277530014515","0.0025134277530014515","0.0025134277530014515","0.004779052454978228","0.004779052454978228","0.004779052454978228"
"630","0.0015295409830287099","0.0015295409830287099","0.0015295409830287099","0.005738525185734034","0.005738525185734034","0.005738525185734034","0.0010351561941206455","0.0010351561941206455","0.0010351561941206455","0.0037634277250617743","0.0037634277250617743","0.0037634277250617743","0.002794189378619194","0.002794189378619194","0.002794189378619194","0.0063317869789898396","0.0063317869789898396","0.0063317869789898396"
"675","0.0009692382882349193","0.0009692382882349193","0.0009692382882349193","0.005020751617848873","0.005020751617848873","0.005020751617848873","0.0009436035179533064","0.0009436035179533064","0.0009436035179533064","0.0032019042409956455","0.0032019042409956455","0.0032019042409956455","0.0035620115231722593","0.0035620115231722593","0.0035620115231722593","0.0018225096864625812","0.0018225096864625812","0.0018225096864625812"
"720","0.0009753417689353228","0.0009753417689353228","0.0009753417689353228","0.005413818173110485","0.005413818173110485","0.005413818173110485","0.001263427664525807","0.001263427664525807","0.001263427664525807","0.0029956053476780653","0.0029956053476780653","0.0029956053476780653","0.0038977048825472593","0.0038977048825472593","0.0038977048825472593","0.0018261718796566129","0.0018261718796566129","0.0018261718796566129"
"765","0.0009606933454051614","0.0009606933454051614","0.0009606933454051614","0.006204833742231131","0.006204833742231131","0.006204833742231131","0.00201416015625","0.00201416015625","0.00201416015625","0.0030944824684411287","0.0030944824684411287","0.0030944824684411287","0.004128417931497097","0.004128417931497097","0.004128417931497097","0.0031750488560646772","0.0031750488560646772","0.0031750488560646772"
"810","0.0014013671316206455","0.0014013671316206455","0.0014013671316206455","0.007175292819738388","0.007175292819738388","0.007175292819738388","0.001568603445775807","0.001568603445775807","0.001568603445775807","0.0035852049477398396","0.0035852049477398396","0.0035852049477398396","0.0036462401039898396","0.0036462401039898396","0.0036462401039898396","0.001751708914525807","0.001751708914525807","0.001751708914525807"
"855","0.0016638183733448386","0.0016638183733448386","0.0016638183733448386","0.0063928221352398396","0.0063928221352398396","0.0063928221352398396","0.0009838866535574198","0.0009838866535574198","0.0009838866535574198","0.004245605319738388","0.004245605319738388","0.004245605319738388","0.0030004882719367743","0.0030004882719367743","0.0030004882719367743","0.0033752440940588713","0.0033752440940588713","0.0033752440940588713"
"900","0.0008251952822320163","0.0008251952822320163","0.0008251952822320163","0.005297851283103228","0.005297851283103228","0.005297851283103228","0.0006176757742650807","0.0006176757742650807","0.0006176757742650807","0.004798583686351776","0.004798583686351776","0.004798583686351776","0.002283935435116291","0.002283935435116291","0.002283935435116291","0.0026135253719985485","0.0026135253719985485","0.0026135253719985485"
"945","0.0007849120884202421","0.0007849120884202421","0.0007849120884202421","0.004547119140625","0.004547119140625","0.004547119140625","0.0006274413899518549","0.0006274413899518549","0.0006274413899518549","0.004542236216366291","0.004542236216366291","0.004542236216366291","0.0025170897133648396","0.0025170897133648396","0.0025170897133648396","0.003298339666798711","0.003298339666798711","0.003298339666798711"
"990","0.0007824706844985485","0.0007824706844985485","0.0007824706844985485","0.0033056640531867743","0.0033056640531867743","0.0033056640531867743","0.0016394042177125812","0.0016394042177125812","0.0016394042177125812","0.004260253626853228","0.004260253626853228","0.004260253626853228","0.0027001951821148396","0.0027001951821148396","0.0027001951821148396","0.0015087890205904841","0.0015087890205904841","0.0015087890205904841"
"1035","0.0007434081635437906","0.0007434081635437906","0.0007434081635437906","0.0032336425501853228","0.0032336425501853228","0.0032336425501853228","0.0014965819427743554","0.0014965819427743554","0.0014965819427743554","0.003958740271627903","0.003958740271627903","0.003958740271627903","0.0026684568729251623","0.0026684568729251623","0.0026684568729251623","0.0031933593563735485","0.0031933593563735485","0.0031933593563735485"
"1080","0.0007458495674654841","0.0007458495674654841","0.0007458495674654841","0.002945556538179517","0.002945556538179517","0.002945556538179517","0.0007849120884202421","0.0007849120884202421","0.0007849120884202421","0.0034777831751853228","0.0034777831751853228","0.0034777831751853228","0.002266845665872097","0.002266845665872097","0.002266845665872097","0.0033020018599927425","0.0033020018599927425","0.0033020018599927425"
"1125","0.0006652831798419356","0.0006652831798419356","0.0006652831798419356","0.0028735350351780653","0.0028735350351780653","0.0028735350351780653","0.0006579589680768549","0.0006579589680768549","0.0006579589680768549","0.0030395507346838713","0.0030395507346838713","0.0030395507346838713","0.0020214843098074198","0.0020214843098074198","0.0020214843098074198","0.0023400878999382257","0.0023400878999382257","0.0023400878999382257"
"1170","0.0007946777041070163","0.0007946777041070163","0.0007946777041070163","0.002993163885548711","0.002993163885548711","0.002993163885548711","0.0005456542712636292","0.0005456542712636292","0.0005456542712636292","0.002426757710054517","0.002426757710054517","0.002426757710054517","0.0018518066499382257","0.0018518066499382257","0.0018518066499382257","0.0014709472889080644","0.0014709472889080644","0.0014709472889080644"
"1215","0.0006066894275136292","0.0006066894275136292","0.0006066894275136292","0.0035632322542369366","0.0035632322542369366","0.0035632322542369366","0.00046752928756177425","0.00046752928756177425","0.00046752928756177425","0.0020495604258030653","0.0020495604258030653","0.0020495604258030653","0.0020520018879324198","0.0020520018879324198","0.0020520018879324198","0.0008569335914216936","0.0008569335914216936","0.0008569335914216936"
"1260","0.0005969238118268549","0.0005969238118268549","0.0005969238118268549","0.0028222654946148396","0.0028222654946148396","0.0028222654946148396","0.00048583984607830644","0.00048583984607830644","0.00048583984607830644","0.001739501953125","0.001739501953125","0.001739501953125","0.0018579100724309683","0.0018579100724309683","0.0018579100724309683","0.0007946777041070163","0.0007946777041070163","0.0007946777041070163"
"1305","0.0005957031389698386","0.0005957031389698386","0.0005957031389698386","0.0020507811568677425","0.0020507811568677425","0.0020507811568677425","0.0005712890415452421","0.0005712890415452421","0.0005712890415452421","0.0015783690614625812","0.0015783690614625812","0.0015783690614625812","0.0015783690614625812","0.0015783690614625812","0.0015783690614625812","0.0008947753813117743","0.0008947753813117743","0.0008947753813117743"
"1350","0.0007055663736537099","0.0007055663736537099","0.0007055663736537099","0.0019458007300272584","0.0019458007300272584","0.0019458007300272584","0.0009167480166070163","0.0009167480166070163","0.0009167480166070163","0.0013989257859066129","0.0013989257859066129","0.0013989257859066129","0.0011474608909338713","0.0011474608909338713","0.0011474608909338713","0.0008996581891551614","0.0008996581891551614","0.0008996581891551614"
"1395","0.0006066894275136292","0.0006066894275136292","0.0006066894275136292","0.0024011230561882257","0.0024011230561882257","0.0024011230561882257","0.001385497977025807","0.001385497977025807","0.001385497977025807","0.001381835900247097","0.001381835900247097","0.001381835900247097","0.001085205003619194","0.001085205003619194","0.001085205003619194","0.0006701659876853228","0.0006701659876853228","0.0006701659876853228"
"1440","0.0007092285086400807","0.0007092285086400807","0.0007092285086400807","0.002650146372616291","0.002650146372616291","0.002650146372616291","0.0011181640438735485","0.0011181640438735485","0.0011181640438735485","0.0013500975910574198","0.0013500975910574198","0.0013500975910574198","0.00103759765625","0.00103759765625","0.00103759765625","0.0007873534923419356","0.0007873534923419356","0.0007873534923419356"
"1485","0.0005419921944849193","0.0005419921944849193","0.0005419921944849193","0.00250244140625","0.00250244140625","0.00250244140625","0.0011132812360301614","0.0011132812360301614","0.0011132812360301614","0.0013000487815588713","0.0013000487815588713","0.0013000487815588713","0.0009631347493268549","0.0009631347493268549","0.0009631347493268549","0.0010107421549037099","0.0010107421549037099","0.0010107421549037099"
"1530","0.0006066894275136292","0.0006066894275136292","0.0006066894275136292","0.0024780272506177425","0.0024780272506177425","0.0024780272506177425","0.0012731932802125812","0.0012731932802125812","0.0012731932802125812","0.001290283165872097","0.001290283165872097","0.001290283165872097","0.0011242675827816129","0.0011242675827816129","0.0011242675827816129","0.0010083008091896772","0.0010083008091896772","0.0010083008091896772"
"1575","0.0007153319893404841","0.0007153319893404841","0.0007153319893404841","0.0024768065195530653","0.0024768065195530653","0.0024768065195530653","0.0007983398390933871","0.0007983398390933871","0.0007983398390933871","0.0012768554734066129","0.0012768554734066129","0.0012768554734066129","0.0010290526552125812","0.0010290526552125812","0.0010290526552125812","0.0008374023018404841","0.0008374023018404841","0.0008374023018404841"
"1620","0.0006201171781867743","0.0006201171781867743","0.0006201171781867743","0.0028076171875","0.0028076171875","0.0028076171875","0.0006652831798419356","0.0006652831798419356","0.0006652831798419356","0.0012561035109683871","0.0012561035109683871","0.0012561035109683871","0.0010595702333375812","0.0010595702333375812","0.0010595702333375812","0.0007287597400136292","0.0007287597400136292","0.0007287597400136292"
"1665","0.0007971191080287099","0.0007971191080287099","0.0007971191080287099","0.00299072265625","0.00299072265625","0.00299072265625","0.0005944824079051614","0.0005944824079051614","0.0005944824079051614","0.0012084960471838713","0.0012084960471838713","0.0012084960471838713","0.0010607909644022584","0.0010607909644022584","0.0010607909644022584","0.000762939453125","0.000762939453125","0.000762939453125"
"1710","0.0006347656017169356","0.0006347656017169356","0.0006347656017169356","0.0028356933034956455","0.0028356933034956455","0.0028356933034956455","0.0008471679757349193","0.0008471679757349193","0.0008471679757349193","0.0011499023530632257","0.0011499023530632257","0.0011499023530632257","0.0011145019670948386","0.0011145019670948386","0.0011145019670948386","0.000579833984375","0.000579833984375","0.000579833984375"
"1755","0.0006530761602334678","0.0006530761602334678","0.0006530761602334678","0.0029589843470603228","0.0029589843470603228","0.0029589843470603228","0.0006555175641551614","0.0006555175641551614","0.0006555175641551614","0.0011340331984683871","0.0011340331984683871","0.0011340331984683871","0.0009729003650136292","0.0009729003650136292","0.0009729003650136292","0.0006469726213254035","0.0006469726213254035","0.0006469726213254035"
"1800","0.0006066894275136292","0.0006066894275136292","0.0006066894275136292","0.0023937986698001623","0.0023937986698001623","0.0023937986698001623","0.0005773925804533064","0.0005773925804533064","0.0005773925804533064","0.0012304687406867743","0.0012304687406867743","0.0012304687406867743","0.0008740234188735485","0.0008740234188735485","0.0008740234188735485","0.0005700683686882257","0.0005700683686882257","0.0005700683686882257"
"1845","0.0008740234188735485","0.0008740234188735485","0.0008740234188735485","0.002274169819429517","0.002274169819429517","0.002274169819429517","0.0005700683686882257","0.0005700683686882257","0.0005700683686882257","0.0012268066639080644","0.0012268066639080644","0.0012268066639080644","0.0008410644368268549","0.0008410644368268549","0.0008410644368268549","0.0009326171712018549","0.0009326171712018549","0.0009326171712018549"
"1890","0.0008825683617033064","0.0008825683617033064","0.0008825683617033064","0.0023925781715661287","0.0023925781715661287","0.0023925781715661287","0.00043090819963254035","0.00043090819963254035","0.00043090819963254035","0.0012133788550272584","0.0012133788550272584","0.0012133788550272584","0.0007556152413599193","0.0007556152413599193","0.0007556152413599193","0.0009826660389080644","0.0009826660389080644","0.0009826660389080644"
"1935","0.0006677245837636292","0.0006677245837636292","0.0006677245837636292","0.002597656100988388","0.002597656100988388","0.002597656100988388","0.00044433592120185494","0.00044433592120185494","0.00044433592120185494","0.0012194823939353228","0.0012194823939353228","0.0012194823939353228","0.000802001915872097","0.000802001915872097","0.000802001915872097","0.001085205003619194","0.001085205003619194","0.001085205003619194"
"1980","0.0005993652157485485","0.0005993652157485485","0.0005993652157485485","0.002114257775247097","0.002114257775247097","0.002114257775247097","0.00041259764111600816","0.00041259764111600816","0.00041259764111600816","0.0012280272785574198","0.0012280272785574198","0.0012280272785574198","0.0007739257416687906","0.0007739257416687906","0.0007739257416687906","0.0010339355794712901","0.0010339355794712901","0.0010339355794712901"
"2025","0.0005078124813735485","0.0005078124813735485","0.0005078124813735485","0.0019909667316824198","0.0019909667316824198","0.0019909667316824198","0.0004724120954051614","0.0004724120954051614","0.0004724120954051614","0.0013134765904396772","0.0013134765904396772","0.0013134765904396772","0.0008642578031867743","0.0008642578031867743","0.0008642578031867743","0.0005261230398900807","0.0005261230398900807","0.0005261230398900807"
"2070","0.0005249023088254035","0.0005249023088254035","0.0005249023088254035","0.0017773436848074198","0.0017773436848074198","0.0017773436848074198","0.0004406738153193146","0.0004406738153193146","0.0004406738153193146","0.0012622070498764515","0.0012622070498764515","0.0012622070498764515","0.0010302733862772584","0.0010302733862772584","0.0010302733862772584","0.0005566406180150807","0.0005566406180150807","0.0005566406180150807"
"2115","0.0004980468656867743","0.0004980468656867743","0.0004980468656867743","0.0017065429128706455","0.0017065429128706455","0.0017065429128706455","0.0004589843738358468","0.0004589843738358468","0.0004589843738358468","0.001207275316119194","0.001207275316119194","0.001207275316119194","0.001176757737994194","0.001176757737994194","0.001176757737994194","0.0008483886485919356","0.0008483886485919356","0.0008483886485919356"
"2160","0.0004785156052093953","0.0004785156052093953","0.0004785156052093953","0.0017309569520875812","0.0017309569520875812","0.0017309569520875812","0.00041992185288108885","0.00041992185288108885","0.00041992185288108885","0.0012866210890933871","0.0012866210890933871","0.0012866210890933871","0.001220703125","0.001220703125","0.001220703125","0.0005725097726099193","0.0005725097726099193","0.0005725097726099193"
"2205","0.0004333496035542339","0.0004333496035542339","0.0004333496035542339","0.0017663573380559683","0.0017663573380559683","0.0017663573380559683","0.00040771483327262104","0.00040771483327262104","0.00040771483327262104","0.0012255859328433871","0.0012255859328433871","0.0012255859328433871","0.0011730956612154841","0.0011730956612154841","0.0011730956612154841","0.00045532226795330644","0.00045532226795330644","0.00045532226795330644"
"2250","0.00044311521924100816","0.00044311521924100816","0.00044311521924100816","0.0015441894065588713","0.0015441894065588713","0.0015441894065588713","0.00041259764111600816","0.00041259764111600816","0.00041259764111600816","0.0012451171642169356","0.0012451171642169356","0.0012451171642169356","0.0010449218098074198","0.0010449218098074198","0.0010449218098074198","0.0006225585821084678","0.0006225585821084678","0.0006225585821084678"
"2295","0.00044921872904524207","0.00044921872904524207","0.00044921872904524207","0.0015222167130559683","0.0015222167130559683","0.0015222167130559683","0.0006433105445466936","0.0006433105445466936","0.0006433105445466936","0.0012255859328433871","0.0012255859328433871","0.0012255859328433871","0.001019287039525807","0.001019287039525807","0.001019287039525807","0.0007556152413599193","0.0007556152413599193","0.0007556152413599193"
"2340","0.0004284667957108468","0.0004284667957108468","0.0004284667957108468","0.0014904785202816129","0.0014904785202816129","0.0014904785202816129","0.0005395507905632257","0.0005395507905632257","0.0005395507905632257","0.0012475585099309683","0.0012475585099309683","0.0012475585099309683","0.0009374999790452421","0.0009374999790452421","0.0009374999790452421","0.0008886718424037099","0.0008886718424037099","0.0008886718424037099"
"2385","0.0004650878836400807","0.0004650878836400807","0.0004650878836400807","0.0010180664248764515","0.0010180664248764515","0.0010180664248764515","0.0004040527273900807","0.0004040527273900807","0.0004040527273900807","0.0012097167782485485","0.0012097167782485485","0.0012097167782485485","0.0008996581891551614","0.0008996581891551614","0.0008996581891551614","0.001434326171875","0.001434326171875","0.001434326171875"
"2430","0.0004907226539216936","0.0004907226539216936","0.0004907226539216936","0.0012707519344985485","0.0012707519344985485","0.0012707519344985485","0.0003918457077816129","0.0003918457077816129","0.0003918457077816129","0.001115722581744194","0.001115722581744194","0.001115722581744194","0.0008898925734683871","0.0008898925734683871","0.0008898925734683871","0.0012182616628706455","0.0012182616628706455","0.0012182616628706455"
"2475","0.0004589843738358468","0.0004589843738358468","0.0004589843738358468","0.0014868163270875812","0.0014868163270875812","0.0014868163270875812","0.00036987304338254035","0.00036987304338254035","0.00036987304338254035","0.0011352539295330644","0.0011352539295330644","0.0011352539295330644","0.0008911132463254035","0.0008911132463254035","0.0008911132463254035","0.0009216308244504035","0.0009216308244504035","0.0009216308244504035"
"2520","0.0003784179571084678","0.0003784179571084678","0.0003784179571084678","0.0016552733723074198","0.0016552733723074198","0.0016552733723074198","0.0003186035028193146","0.0003186035028193146","0.0003186035028193146","0.0011328124674037099","0.0011328124674037099","0.0011328124674037099","0.0006738281226716936","0.0006738281226716936","0.0006738281226716936","0.0005981445428915322","0.0005981445428915322","0.0005981445428915322"
"2565","0.0004089355352334678","0.0004089355352334678","0.0004089355352334678","0.001634521409869194","0.001634521409869194","0.001634521409869194","0.00046630858560092747","0.00046630858560092747","0.00046630858560092747","0.0011218261206522584","0.0011218261206522584","0.0011218261206522584","0.0005346679827198386","0.0005346679827198386","0.0005346679827198386","0.0009326171712018549","0.0009326171712018549","0.0009326171712018549"
"2610","0.0003918457077816129","0.0003918457077816129","0.0003918457077816129","0.0015173339052125812","0.0015173339052125812","0.0015173339052125812","0.0003063964832108468","0.0003063964832108468","0.0003063964832108468","0.001080322195775807","0.001080322195775807","0.001080322195775807","0.0005541992140933871","0.0005541992140933871","0.0005541992140933871","0.0010510253487154841","0.0010510253487154841","0.0010510253487154841"
"2655","0.00038330076495185494","0.00038330076495185494","0.00038330076495185494","0.0013708495534956455","0.0013708495534956455","0.0013708495534956455","0.00028320311685092747","0.00028320311685092747","0.00028320311685092747","0.0009741210960783064","0.0009741210960783064","0.0009741210960783064","0.00048217771109193563","0.00048217771109193563","0.00048217771109193563","0.0006860351422801614","0.0006860351422801614","0.0006860351422801614"
"2700","0.00042724609375","0.00042724609375","0.00042724609375","0.0013195800129324198","0.0013195800129324198","0.0013195800129324198","0.0003100585890933871","0.0003100585890933871","0.0003100585890933871","0.0009704589610919356","0.0009704589610919356","0.0009704589610919356","0.0004638671816792339","0.0004638671816792339","0.0004638671816792339","0.0005627441569231451","0.0005627441569231451","0.0005627441569231451"
"2745","0.0003979492175858468","0.0003979492175858468","0.0003979492175858468","0.0014880370581522584","0.0014880370581522584","0.0014880370581522584","0.0003649902355391532","0.0003649902355391532","0.0003649902355391532","0.0009448241908103228","0.0009448241908103228","0.0009448241908103228","0.00048217771109193563","0.00048217771109193563","0.00048217771109193563","0.0006787109305150807","0.0006787109305150807","0.0006787109305150807"
"2790","0.00043701170943677425","0.00043701170943677425","0.00043701170943677425","0.0008459472446702421","0.0008459472446702421","0.0008459472446702421","0.0006091308314353228","0.0006091308314353228","0.0006091308314353228","0.0009167480166070163","0.0009167480166070163","0.0009167480166070163","0.0004333496035542339","0.0004333496035542339","0.0004333496035542339","0.0005700683686882257","0.0005700683686882257","0.0005700683686882257"
"2835","0.0003784179571084678","0.0003784179571084678","0.0003784179571084678","0.0006835937383584678","0.0006835937383584678","0.0006835937383584678","0.0006567382952198386","0.0006567382952198386","0.0006567382952198386","0.0008898925734683871","0.0008898925734683871","0.0008898925734683871","0.00043090819963254035","0.00043090819963254035","0.00043090819963254035","0.0004943847307004035","0.0004943847307004035","0.0004943847307004035"
"2880","0.0004333496035542339","0.0004333496035542339","0.0004333496035542339","0.0006896972772665322","0.0006896972772665322","0.0006896972772665322","0.0004870605480391532","0.0004870605480391532","0.0004870605480391532","0.0008508300525136292","0.0008508300525136292","0.0008508300525136292","0.0003479003789834678","0.0003479003789834678","0.0003479003789834678","0.0005371093866415322","0.0005371093866415322","0.0005371093866415322"
"2925","0.00048461914411745965","0.00048461914411745965","0.00048461914411745965","0.0006384277367033064","0.0006384277367033064","0.0006384277367033064","0.00029663083842024207","0.00029663083842024207","0.00029663083842024207","0.0008435058407485485","0.0008435058407485485","0.0008435058407485485","0.0003564452927093953","0.0003564452927093953","0.0003564452927093953","0.00048583984607830644","0.00048583984607830644","0.00048583984607830644"
"2970","0.00046142577775754035","0.00046142577775754035","0.00046142577775754035","0.0008703612838871777","0.0008703612838871777","0.0008703612838871777","0.0003186035028193146","0.0003186035028193146","0.0003186035028193146","0.0008105468587018549","0.0008105468587018549","0.0008105468587018549","0.0003491210809443146","0.0003491210809443146","0.0003491210809443146","0.00046752928756177425","0.00046752928756177425","0.00046752928756177425"
"3015","0.0004528808349277824","0.0004528808349277824","0.0004528808349277824","0.0012304687406867743","0.0012304687406867743","0.0012304687406867743","0.0004931640578433871","0.0004931640578433871","0.0004931640578433871","0.0007592773181386292","0.0007592773181386292","0.0007592773181386292","0.00034545897506177425","0.00034545897506177425","0.00034545897506177425","0.0005944824079051614","0.0005944824079051614","0.0005944824079051614"
"3060","0.0004907226539216936","0.0004907226539216936","0.0004907226539216936","0.0006005859468132257","0.0006005859468132257","0.0006005859468132257","0.0005859374650754035","0.0005859374650754035","0.0005859374650754035","0.0007690429338254035","0.0007690429338254035","0.0007690429338254035","0.0003344726574141532","0.0003344726574141532","0.0003344726574141532","0.0004345703055150807","0.0004345703055150807","0.0004345703055150807"
"3105","0.0003869628708343953","0.0003869628708343953","0.0003869628708343953","0.0005908202729187906","0.0005908202729187906","0.0005908202729187906","0.0007470702985301614","0.0007470702985301614","0.0007470702985301614","0.0007482909713871777","0.0007482909713871777","0.0007482909713871777","0.0003186035028193146","0.0003186035028193146","0.0003186035028193146","0.0004455566231627017","0.0004455566231627017","0.0004455566231627017"
"3150","0.0003564452927093953","0.0003564452927093953","0.0003564452927093953","0.0007836914155632257","0.0007836914155632257","0.0007836914155632257","0.0006298827938735485","0.0006298827938735485","0.0006298827938735485","0.0007446288946084678","0.0007446288946084678","0.0007446288946084678","0.0003039550792891532","0.0003039550792891532","0.0003039550792891532","0.00040527342935092747","0.00040527342935092747","0.00040527342935092747"
"3195","0.00042114255484193563","0.00042114255484193563","0.00042114255484193563","0.0008740234188735485","0.0008740234188735485","0.0008740234188735485","0.0003857421688735485","0.0003857421688735485","0.0003857421688735485","0.0007446288946084678","0.0007446288946084678","0.0007446288946084678","0.00030151367536745965","0.00030151367536745965","0.00030151367536745965","0.0004724120954051614","0.0004724120954051614","0.0004724120954051614"
"3240","0.0003552245907485485","0.0003552245907485485","0.0003552245907485485","0.0008520507835783064","0.0008520507835783064","0.0008520507835783064","0.0003417968691792339","0.0003417968691792339","0.0003417968691792339","0.0007507324335165322","0.0007507324335165322","0.0007507324335165322","0.00031372069497592747","0.00031372069497592747","0.00031372069497592747","0.0003796386590693146","0.0003796386590693146","0.0003796386590693146"
